OBJECTID,Join_Count,TARGET_FID,url,building,PerSqFeet,lat,lon,NAME_ENG,NAME_CHT,FLAT_NO,DGFA,NDGFA,TOTAL,BD_STOREY,Year,Income2016,WalkDis,Lift,SDU_cat,Potential,Management,MajorEstat,Easting,Northing,dc_chi,dc_eng,SDU_IND,Shape_Leng
719,2,722,https://hk.centanet.com/findproperty/centadata-details/%E4%B8%80%E8%99%9F%EF%BC%8E%E8%A5%BF%E4%B9%9D%E9%BE%8D_2-EBPPWWPEWB,一號．西九龍,11516,22.33418,114.16248,MADISON PARK, ,100,4069.9,813.9,4883.8,24,4,19000,0.3,0,0,0,0,0,834788,821681,深水埗區,Sham Shui Po,*,72.24634088
720,2,723,https://hk.centanet.com/findproperty/centadata-details/%E9%B4%BB%E8%88%88%E9%96%A3_2-EAWDGPBJPG,鴻興閣,11518,22.30534,114.18602,HUNG HING COURT,鴻興閣,814,44890.6,8575.9,53466.5,17,45,37000,0.3,1,0,0,0,0,837212,818485,九龍城區,Kowloon City,*,98.22362975
721,2,724,https://hk.centanet.com/findproperty/centadata-details/%E5%A4%A7%E5%9F%94%E4%B8%AD%E5%BF%83_3-GYWKPPKYPS,大埔中心,11558,22.45223,114.17122,TAI PO CENTRE - PODIUM,大埔中心 - 平台,73,39133.4,11752.1,50885.5,2,37,42800,1.5,1,0,0,0,1,835657,834856,大埔區,Tai Po,*,486.9390995
722,2,725,https://hk.centanet.com/findproperty/centadata-details/%E5%98%89%E5%92%8C%E5%9C%92_2-UCDSURFXRO,嘉和園,11561,22.32628,114.21482,KA LAI MANSION,嘉禮大廈,684,28111.5,2582.8,30694.3,32,47,30000,0.2,1,0,0,0,0,840177,820806,觀塘區,Kwun Tong,*,142.058257
723,2,726,https://hk.centanet.com/findproperty/centadata-details/%E8%96%84%E6%89%B6%E6%9E%97%E8%8A%B1%E5%9C%92_2-SDSSBPPXPE,薄扶林花園,11579,22.25819,114.13776,POK FU LAM COMMERCIAL BLOCK A,薄扶林花園商場A座,0,84184,5270.3,89454.3,1,45,42700,3.5,0,0,0,1,1,0,0,南區,Southern, ,74.45563829
724,2,727,https://hk.centanet.com/findproperty/centadata-details/%E7%99%BB%E9%BE%8D%E9%96%A3_2-SKPEBPDXPG,登龍閣,11599,22.27886,114.1859,DRAGONRISE,登龍閣,88,3370.4,1227.6,4598,25,38,22000,0.2,1,0,0,1,0,837199,815556,灣仔區,Wan Chai,*,56.3791526
725,3,728,https://hk.centanet.com/findproperty/centadata-details/%E6%98%8E%E5%9C%92%E5%A4%A7%E5%BB%88_2-OVQCQRFXRQ,明園大廈,11605,22.2891,114.20014,MING YUEN MANSIONS PHASE 1 BLOCK A,明園大廈 1期 A座,0,30140.3,0,30140.3,22,56,36000,0.2,1,0,0,0,0,838664,816694,東區,Eastern,*,94.04791797
726,2,729,https://hk.centanet.com/findproperty/centadata-details/%E5%8A%9B%E7%94%9F%E5%B1%85_2-EGBGGPEXPD,力生居,11605,22.3293,114.16552,LIK SANG COURT,力生居,22,908.8,457.4,1366.2,14,28,26000,0.3,1,0,0,0,0,835099,821141,深水埗區,Sham Shui Po,*,42.47192634
727,1,730,https://hk.centanet.com/findproperty/centadata-details/%E5%BE%B7%E7%A5%A5%E5%A4%A7%E6%A8%93_2-MMZLZHXAHT,德祥大樓,11605,22.32028,114.16867,TAK CHEUNG BUILDING,德祥大廈,0,1549,726.6,2275.6,10,59,16490,0.05,1,0,1,1,0,835417,820141,油尖旺區,Yau Tsim Mong,*,82.45061405
728,2,731,https://hk.centanet.com/findproperty/centadata-details/%E5%AF%B6%E6%98%9F%E4%B8%AD%E5%BF%83_2-QURRURFXRV,寶星中心,11624,22.36594,114.13598,PO SING CENTRE BLOCK D,寶星中心Ｄ座,0,17708.9,1376.7,19085.6,31,39,20000,1.5,1,0,0,0,0,832054,825187,葵青區,Kwai Tsing,*,125.0218125
729,2,732,https://hk.centanet.com/findproperty/centadata-details/%E9%9D%92%E6%80%A1%E8%8A%B1%E5%9C%92_2-ABGKGPWOPP,青怡花園,11631,22.35369,114.10577,TSING YI GARDEN BLOCK 5,青怡花園５座,1520,74224.7,8123.2,82347.9,36,38,33000,3.5,1,0,0,0,1,828941,823849,葵青區,Kwai Tsing,*,147.2460582
730,1,733,https://hk.centanet.com/findproperty/centadata-details/%E6%9F%8F%E9%81%938-10%E8%99%9F_2-TZXNZHIYHT,柏道8-10號,11646,22.28419,114.14488,25 PARK ROAD GOVERNMENT QUARTERS BLOCK A,柏道25號政府宿舍A座,0,7598,0,7598,13,0,75500,0.3,0,0,0,0,0,0,0,中西區,Central and Western, ,74.33751558
731,1,734,https://hk.centanet.com/findproperty/centadata-details/%E5%A4%A9%E5%AE%87%E6%B5%B7_2-DBPPWWPOWD,天宇海,11664,22.41532,114.22364,CLUB HOUSE,沒有名稱,1143,82242.6,0,82242.6,3,14,44600,0.5,0,0,0,0,1,0,0,沙田區,Sha Tin, ,168.7170075
732,2,735,https://hk.centanet.com/findproperty/centadata-details/%E5%B8%9D%E5%BA%AD%E8%BB%92_3-GEPPWPPOPB,帝庭軒,11688,22.50015,114.1437,REGENTVILLE - PODIUM,帝庭軒 - 平台,1000,52682.1,47968.4,100650.5,3,24,32490,1.5,1,0,0,0,0,832851,840060,北區,North,*,389.7697551
733,1,736,https://hk.centanet.com/findproperty/centadata-details/%E8%88%88%E6%BC%A2%E5%A4%A7%E5%BB%88_2-TTXNTHZYHM,興漢大廈,11692,22.2844,114.13982,HING HON BUILDING,興漢大廈,0,6811,508.4,7319.4,27,51,45750,0.4,1,0,0,0,0,832449,816167,中西區,Central and Western,*,93.56486284
734,2,737,https://hk.centanet.com/findproperty/centadata-details/%E9%9B%8D%E7%BF%A0%E8%B1%AA%E5%9C%92_2-NLSNZHMXHN,雍翠豪園,11704,22.44153,114.03252,GREENFIELDS,雍翠豪園,480,29444.1,2047.2,31491.3,42,26,28160,0.5,1,0,0,1,0,821408,833575,元朗區,Yuen Long,*,143.0199461
735,1,738,https://hk.centanet.com/findproperty/centadata-details/%E9%AB%98%E6%98%8E%E5%A4%A7%E5%BB%88_2-MXTDZHLAHX,高明大廈,11719,22.32518,114.1787,DOMINION COURT,高明大廈,0,4992.7,0,4992.7,12,54,114910,1,1,0,0,1,0,836455,820684,九龍城區,Kowloon City,*,122.3996296
736,1,739,https://hk.centanet.com/findproperty/centadata-details/%E6%B0%B8%E5%AF%A7%E5%A4%A7%E5%BB%88_2-UDRQURJXRO,永寧大廈,11745,22.34044,114.15441,WING NING BUILDING - PODIUM,永寧大廈 - 平台,300,8513.8,1589.5,10103.3,2,40,24000,0.6,1,0,0,1,0,833953,822375,深水埗區,Sham Shui Po,*,133.6075102
737,2,740,https://hk.centanet.com/findproperty/centadata-details/%E5%BB%B6%E9%BD%A1%E5%A4%A7%E5%BB%88_2-ODCSURJERO,延齡大廈,11749,22.28057,114.22346,ELLEN BUILDING,延齡大廈,96,4653.2,550,5203.2,26,48,24250,0.2,1,0,0,1,0,841069,815744,東區,Eastern,*,67.0998901
738,2,741,https://hk.centanet.com/findproperty/centadata-details/%E9%9B%85%E8%8A%B3%E5%9C%92_2-EDSPGPARPE,雅芳園,11765,22.37924,114.19716,SHATIN PARK PHASE 1 - PODIUM,花園城第一期 - 平台,0,16166.6,2312.8,18479.4,2,40,30100,0.3,1,0,0,1,1,838356,826675,沙田區,Sha Tin,*,237.9640291
739,2,742,https://hk.centanet.com/findproperty/centadata-details/%E9%8A%80%E8%A1%8C%E5%A4%A7%E5%BB%88_2-TTSXZHTSHM,銀行大廈,11774,22.27848,114.16053,CITIBANK TOWER,花旗銀行大廈,0,0,153828,153828,50,32,47290,0.5,1,0,0,0,0,0,0,中西區,Central and Western, ,190.9666924
740,1,743,https://hk.centanet.com/findproperty/centadata-details/%E5%BB%A3%E5%BE%B7%E5%A4%A7%E6%A8%93_2-OQOVUROORQ,廣德大樓,11774,22.278,114.17489,KWONG TAK MANSION,廣德大樓,0,2004.4,547,2551.4,14,57,27950,0.2,1,0,0,1,0,836064,815453,灣仔區,Wan Chai,*,53.39896824
741,2,744,https://hk.centanet.com/findproperty/centadata-details/%E8%8D%83%E7%81%A3%E5%9F%8E%E5%B8%82%E5%BB%A3%E5%A0%B4_2-AEYABPYVPK,荃灣城市廣場,11785,22.37129,114.11835,TSUEN WAN TOWN SQUARE BLOCK A,荃灣城市廣場Ａ座,232,17896.2,14511.8,32408,33,35,31250,0.3,1,0,0,1,0,830239,825802,荃灣區,Tsuen Wan,*,117.3574382
742,2,745,https://hk.centanet.com/findproperty/centadata-details/%E6%A8%82%E8%81%B2%E5%A4%A7%E5%BB%88_2-TZNSTHLSHX,樂聲大廈,11795,22.27975,114.18687,LOK SING CENTRE BLOCK A,樂聲大廈A座,380,14035.8,10230.1,24265.9,28,47,30120,0.2,1,0,0,0,0,837287,815655,灣仔區,Wan Chai,*,127.2054844
743,2,746,https://hk.centanet.com/findproperty/centadata-details/%E9%B4%BB%E7%A6%A7%E5%A4%A7%E5%BB%88_2-EEPYGPPOPD,鴻禧大廈,11801,22.31592,114.17162,HUNG HAY BUILDING,鴻禧大廈,88,3481.7,881,4362.7,25,40,17500,0.3,1,0,0,1,0,835728,819660,油尖旺區,Yau Tsim Mong,*,70.38551559
744,2,747,https://hk.centanet.com/findproperty/centadata-details/%E7%89%BD%E6%99%B4%E9%96%93_2-BDAAGPYXPA,牽晴間,11810,22.48744,114.14479,DAWNING VIEWS - PODIUM,牽晴間 - 平台,2688,141589,12322.8,153911.8,3,25,40000,1.5,1,0,0,1,1,832809,838612,北區,North,*,1104.052969
745,2,748,https://hk.centanet.com/findproperty/centadata-details/%E5%8D%97%E6%99%AF%E8%8A%B1%E5%9C%92_2-SDBABPDOPA,南景花園,11811,22.24911,114.14856,SOUTH VIEW GARDEN,南景花園,146,5596.8,482.2,6079,31,29,25600,1.5,1,0,1,1,0,833355,812263,南區,Southern,*,104.7226261
746,2,749,https://hk.centanet.com/findproperty/centadata-details/%E6%9B%89%E6%9A%89%E8%8A%B1%E5%9C%92_2-EYKSPPSOPY,曉暉花園,11815,22.33698,114.21551,SCENIC VIEW ELECTRICAL ROOM,曉暉花園電錶房,0,0,63.9,63.9,1,25,56410,0.9,0,0,0,0,0,0,0,黃大仙區,Wong Tai Sin, ,40.37374895
747,2,750,https://hk.centanet.com/findproperty/centadata-details/%E9%87%91%E4%BE%86%E5%A4%A7%E5%BB%88_2-ODJVFRVRRO,金來大廈,11817,22.27979,114.23004,GOLDEN MANSION,金來大廈,195,4960.4,601.3,5561.7,21,47,32100,0.05,1,0,0,1,0,841744,815656,東區,Eastern,*,98.23035296
748,1,751,https://hk.centanet.com/findproperty/centadata-details/%E8%96%88%E8%95%8E_2-DBSPWPPAPK,薈蕎,11825,22.37193,114.17286,The Met Acappella Wing 1,薈蕎,336,13755,0,13755,13,6,84800,0.8,0,0,0,0,0,0,0,沙田區,Sha Tin, ,128.8775744
749,2,752,https://hk.centanet.com/findproperty/centadata-details/%E6%BC%A2%E5%8F%A3%E4%B8%AD%E5%BF%83_2-UOSOFRDSRO,漢口中心,11845,22.29593,114.17095,HANKOW CENTRE,漢口中心,0,21259.1,16920.2,38179.3,17,57,29820,0.05,1,0,0,1,0,835651,817476,油尖旺區,Yau Tsim Mong,*,310.4559162
750,2,753,https://hk.centanet.com/findproperty/centadata-details/%E4%BF%9D%E5%9F%BA%E5%A4%A7%E5%BB%88_2-SSPYWPKEPE,保基大廈,11868,22.28489,114.13627,POGA BUILDING,保基大廈,88,4038.5,580.5,4619,23,43,24230,0.05,1,0,0,1,0,832080,816218,中西區,Central and Western,*,87.46383631
751,1,754,https://hk.centanet.com/findproperty/centadata-details/%E9%80%B8%E7%93%8F%E6%B5%B7%E6%BB%99_2-YEPPWPPHPD,逸瓏海滙,11885,22.37841,114.26596,PARK MEDITERRANEAN,逸瓏海滙,285,16170.8,0,16170.8,0,7,25750,0,1,0,0,0,0,845409,826540,西貢區,Sai Kung,*,373.6410813
752,2,755,https://hk.centanet.com/findproperty/centadata-details/%E9%BB%83%E5%9F%94%E6%96%B0%E9%82%A8_2-EKGBPPBSPB,黃埔新邨,11920,22.30672,114.18772,Lok Kwai Building,樂貴樓,494,20841.8,6925.8,27767.6,15,48,29000,0.2,1,0,0,0,1,837393,818636,九龍城區,Kowloon City,*,117.0009908
753,2,756,https://hk.centanet.com/findproperty/centadata-details/%E6%85%A7%E5%A6%8D%E9%96%A3_2-EEWYWPEXPE,慧妍閣,11924,22.32498,114.17136,VOGUE COURT,慧妍閣,13,876.5,158.4,1034.9,14,35,38750,0.3,0,0,0,1,0,835700,820662,油尖旺區,Yau Tsim Mong,*,43.49719347
754,2,757,https://hk.centanet.com/findproperty/centadata-details/%E7%A6%8F%E7%BE%A4%E5%A4%A7%E6%A8%93_2-SDGWBPPVPA,福群大樓,11938,22.24825,114.1528,ABBA HOUSE (BLOCK A),福群大廈A座,462,21138,11300,32438,34,42,35080,1.5,1,0,0,0,0,833784,812165,南區,Southern,*,137.4953646
755,2,758,https://hk.centanet.com/findproperty/centadata-details/%E5%BE%97%E5%AF%B6%E8%8A%B1%E5%9C%92_2-UCROURFHRO,得寶花園,11938,22.32721,114.21422,TAK BO GARDEN BLOCK C,得寶花園Ｃ座,2016,71610.5,18562.2,90172.7,41,40,30000,0.3,1,0,0,1,1,0,0,觀塘區,Kwun Tong, ,128.6798651
756,1,759,https://hk.centanet.com/findproperty/centadata-details/%E9%80%B8%E7%93%8F%E7%81%A38_2-DESPWPPYPW,逸瓏灣8,11950,22.42803,114.20762,Mayfair by the sea 8 Club House,逸瓏灣８會所,528,38349.8,0,38349.8,4,3,61320,2,0,0,0,0,0,0,0,大埔區,Tai Po, ,175.802625
757,2,760,https://hk.centanet.com/findproperty/centadata-details/%E8%8D%83%E6%98%8C%E4%B8%AD%E5%BF%83_2-AEEGBPBJPK,荃昌中心,11957,22.3713,114.11993,TSUEN CHEONG CENTRE CHEONG ON BUILDING,荃昌中心昌安大廈,208,8103.8,5486.1,13589.9,16,37,35000,0.3,1,0,0,1,0,830402,825804,荃灣區,Tsuen Wan,*,134.7230467
758,2,761,https://hk.centanet.com/findproperty/centadata-details/%E6%A0%A2%E8%95%99%E8%8B%91_2-TNDHIHHXHX,栢蕙苑,11981,22.28438,114.21333,CHEUNG PAK MANSION,祥栢閣,838,54332.5,7997.6,62330.1,36,35,48300,0.2,1,0,0,0,0,840040,816168,東區,Eastern,*,127.6817149
759,1,762,https://hk.centanet.com/findproperty/centadata-details/%E5%B4%87%E8%98%AD%E5%A4%A7%E5%BB%88_2-OQDUQRQARU,崇蘭大廈,11986,22.27734,114.18233,SUNG LAN MANSION,崇蘭大廈,0,5005,711,5716,13,60,14500,0.4,1,0,0,1,0,836839,815389,灣仔區,Wan Chai,*,109.041346
760,2,763,https://hk.centanet.com/findproperty/centadata-details/%E5%98%89%E5%88%A9%E9%96%A3_2-EGAWGPYEPE,嘉利閣,11992,22.32988,114.16006,GOLD CANYON COURT,嘉利閣,26,924.2,221.1,1145.3,15,31,15000,0.1,1,0,1,0,0,834535,821205,深水埗區,Sham Shui Po,*,39.43133486
761,2,764,https://hk.centanet.com/findproperty/centadata-details/%E7%A6%AE%E8%B3%A2%E9%96%A3_2-SKPGPPAHPS,禮賢閣,12004,22.28403,114.14119,RHINE COURT BLOCK B,禮賢閣B座,0,21511,0,21511,31,49,61000,0.3,0,0,0,0,0,832588,816129,中西區,Central and Western,*,110.2116903
762,2,765,https://hk.centanet.com/findproperty/centadata-details/%E9%9B%85%E5%88%A9%E5%BE%B7%E6%A8%BA%E8%87%BA_2-EAPPWWPEWG,雅利德樺臺,12007,22.31651,114.17883,ELLERY TERRACE,雅利德樺臺,186,19701.4,0,19701.4,40,24,54000,0.9,1,0,0,0,0,836468,819723,九龍城區,Kowloon City,*,181.589457
763,1,766,https://hk.centanet.com/findproperty/centadata-details/%E6%80%A1%E6%99%AF%E9%96%A3_2-SKGKPPAAPK,怡景閣,12014,22.26885,114.18503,FAIRVIEW COURT,怡景閣,44,2679,300,2979,23,41,41750,1.5,1,0,0,1,0,837106,814444,灣仔區,Wan Chai,*,59.29004757
764,2,767,https://hk.centanet.com/findproperty/centadata-details/%E9%BE%8D%E6%9A%89%E9%96%A3_2-EYAWPPKXPS,龍暉閣,12045,22.3445,114.19603,DRAGON GLORY MANSION,龍暉閣,0,1173,130.7,1303.7,24,31,22500,0.4,1,0,1,0,0,838241,822823,黃大仙區,Wong Tai Sin,*,33.43767962
765,3,768,https://hk.centanet.com/findproperty/centadata-details/%E9%A7%BF%E6%99%AF%E5%9C%92_3-GYPBBPWRPS,駿景園,12055,22.39967,114.20153,ROYAL ASCOT - PODIUM,駿景園 - 平台,0,134976,0,134976,2,29,48400,1.5,1,0,0,0,1,838841,828903,沙田區,Sha Tin,*,1367.3542
766,1,769,https://hk.centanet.com/findproperty/centadata-details/%E5%BA%B7%E9%BA%97%E8%8A%B1%E5%9C%92_2-UQRVURFXRQ,康麗花園,12059,22.39847,113.9748,HONG LAI GARDEN - PODIUM,康麗花園 - 平台,512,24928,8055.1,32983.1,3,0,22330,0.2,1,0,0,1,0,815473,828802,屯門區,Tuen Mun,*,328.3813636
767,2,770,https://hk.centanet.com/findproperty/centadata-details/%E7%BD%AE%E5%AF%8C%E8%8A%B1%E5%9C%92_2-SDDEPPPYSE,置富花園,12079,22.2578,114.13877,CHI FU LANDMARK,置富南區廣場,0,0,16655.9,16655.9,9,44,42700,4,1,0,0,0,1,0,0,南區,Southern, ,263.7124927
768,1,771,https://hk.centanet.com/findproperty/centadata-details/%E8%8D%83%E9%8C%A6%E4%B8%AD%E5%BF%83_2-AEKKPPSJPK,荃錦中心,12082,22.37422,114.11511,TSUEN KAM CENTRE - PODIUM,荃錦中心 - 平台,496,21927.2,7675.4,29602.6,1,38,31250,0.3,1,0,0,0,0,829866,826141,荃灣區,Tsuen Wan,*,359.2564449
769,2,772,https://hk.centanet.com/findproperty/centadata-details/%E9%A6%99%E6%B8%AF%E4%BB%94%E4%B8%AD%E5%BF%83_2-TIXSIHNOHD,香港仔中心,12086,22.24912,114.15364,ABERDEEN CENTRE KONG HING COURT,香港仔中心  港興閣,972,51586.2,8352.4,59938.6,29,43,34000,2,1,0,0,0,1,833875,812263,南區,Southern,*,119.9976669
770,1,773,https://hk.centanet.com/findproperty/centadata-details/%E6%B5%B7%E5%A0%A4%E7%81%A3%E7%95%94_2-WBPPWPPJPP,海堤灣畔,12098,22.29263,113.94276,SEAVIEW CRESCENT CLUB HOUSE,海堤灣畔住客會所,0,80947,8220,89167,4,23,38750,1.5,0,0,0,0,1,0,0,離島區,Islands, ,388.5210474
771,1,774,https://hk.centanet.com/findproperty/centadata-details/%E8%81%9A%E9%BE%8D%E5%B1%85_2-DFOOURQERU,聚龍居,12102,22.36227,114.17565,PARC ROYALE TOWER 1,聚龍居第１座,640,64138.8,2832.9,66971.7,21,29,100210,1.5,1,0,0,0,0,836141,824787,沙田區,Sha Tin,*,102.9771948
772,1,775,https://hk.centanet.com/findproperty/centadata-details/%E6%96%87%E8%8F%AF%E9%96%A3_2-MIHITHZRHT,文華閣,12111,22.24983,114.15533,MAN WAH COURT,文華閣,8,254.8,281.2,536,6,40,26250,2,0,1,0,0,0,834046,812346,南區,Southern,**,46.10685898
773,1,776,https://hk.centanet.com/findproperty/centadata-details/%E7%AD%B2%E7%AE%95%E7%81%A3%E5%BB%A3%E5%A0%B4_2-SGSKPPKRPS,筲箕灣廣場,12112,22.27772,114.22631,SMILING SHAU KEI WAN PLAZA - PODIUM,筲箕灣廣場 - 平台,630,27339.3,12101.7,39441,3,32,34250,0.3,1,0,0,1,0,841341,815438,東區,Eastern,*,232.5726252
774,2,777,https://hk.centanet.com/findproperty/centadata-details/%E5%BA%B7%E5%AF%A7%E8%8A%B1%E5%9C%92_2-MZHSTHHXHM,康寧花園,12131,22.31754,114.18971,BESTHING GARDEN,康寧花園,57,2053.7,517.2,2570.9,21,26,20000,0.3,1,0,1,1,0,837588,819838,九龍城區,Kowloon City,*,57.28957079
775,1,778,https://hk.centanet.com/findproperty/centadata-details/%E5%B4%87%E6%81%A9%E9%96%A3_2-SSGKBPAXPE,崇恩閣,12136,22.2853,114.14121,ZION COURT,崇恩閣,10,408.5,155.9,564.4,6,40,35540,0.1,0,0,0,0,0,832593,816269,中西區,Central and Western,*,45.58859034
776,2,779,https://hk.centanet.com/findproperty/centadata-details/%E7%BF%A0%E6%80%A1%E8%8A%B1%E5%9C%92_3-ABPAGPWXPP,翠怡花園,12138,22.45272,114.16319,GREENERY PLAZA - PODIUM,翠怡花園 - 平台,496,19666.4,3312.3,22978.7,2,38,30000,1.5,1,0,0,1,0,834812,834834,大埔區,Tai Po,*,544.5006847
777,2,780,https://hk.centanet.com/findproperty/centadata-details/%E6%99%89%E5%90%8D%E5%B3%B0_2-DBPPWPPHPA,晉名峰,12154,22.40112,114.19526,THE GRANDVILLE - PODIUM,晉名峰 - 平台,424,40533.4,0,40533.4,1,19,48400,1.5,1,0,0,1,0,838000,829046,沙田區,Sha Tin,*,603.8634678
778,1,781,https://hk.centanet.com/findproperty/centadata-details/%E5%BB%A3%E7%94%9F%E8%A1%8C%E5%A4%A7%E5%BB%88_2-OQUOFRFSRU,廣生行大廈,12156,22.27753,114.17749,KWONG SANG HONG BUILDING,廣生行大廈,44,12148.6,4858.4,17007,26,46,35000,0.4,1,0,0,1,0,836335,815405,灣仔區,Wan Chai,*,188.4360348
779,1,782,https://hk.centanet.com/findproperty/centadata-details/%E9%9C%B2%E6%98%8E%E9%96%A3_2-UQFQURUARQ,露明閣,12165,22.32623,114.18564,LOMOND COURT,露明閣,22,2790.8,0,2790.8,13,43,60400,0.7,1,0,0,1,0,837169,820802,九龍城區,Kowloon City,*,74.68686832
780,2,783,https://hk.centanet.com/findproperty/centadata-details/%E6%99%82%E6%96%B0%E5%A4%A7%E5%BB%88_2-UUCOQRVSRV,時新大廈,12195,22.31061,114.16918,CHEE SUN BUILDING,時新大廈,42,1657.7,719.1,2376.8,25,30,21840,0.2,1,0,1,1,0,835475,819071,油尖旺區,Yau Tsim Mong,*,42.30617357
781,1,784,https://hk.centanet.com/findproperty/centadata-details/%E6%96%B0%E5%85%83%E6%9C%97%E4%B8%AD%E5%BF%83_2-VCFCFRVJRV,新元朗中心,12196,22.44538,114.03509,SUN YUEN LONG CENTRE - PODIUM,新元朗中心 - 平台,0,70357.6,38731.2,109088.8,4,31,34000,0.1,1,0,0,1,1,821599,834003,元朗區,Yuen Long,*,541.9555954
782,1,785,https://hk.centanet.com/findproperty/centadata-details/%E8%90%AC%E9%87%91%E9%96%A3_2-EGYWGPKJPY,萬金閣,12210,22.32777,114.17305,MARIGOLD COURT,萬金閣,20,2092.7,0,2092.7,4,47,60900,0.7,0,0,0,1,0,835870,820978,深水埗區,Sham Shui Po,*,133.4694684
783,1,786,https://hk.centanet.com/findproperty/centadata-details/%E6%84%89%E6%99%AF%E6%96%B0%E5%9F%8E_3-DMHSZHHRHD,愉景新城,12222,22.37607,114.11185,DISCOVERY PARK COMMERCIAL COMPLEX - PODIUM,愉景新城 - 平台,1120,71036.7,60826.1,131862.8,4,27,46830,0.7,1,0,0,0,1,829481,826392,荃灣區,Tsuen Wan,*,716.7350957
784,2,787,https://hk.centanet.com/findproperty/centadata-details/%E4%B8%96%E5%AE%99_2-BEPPWPPOPK,世宙,12234,22.447,114.02769,Yuccie Square Tower 1,世宙,1129,56719.5,5858.5,62578,30,8,14380,0.1,0,0,0,0,1,820910,834183,元朗區,Yuen Long,*,157.7488045
785,2,788,https://hk.centanet.com/findproperty/centadata-details/%E6%A8%82%E4%BF%A1%E5%A4%A7%E5%BB%88_2-SSSWGPBRPE,樂信大廈,12236,22.28683,114.13936,ROCKSON MANSION,樂信大廈,51,1739.5,1344.4,3083.9,20,42,25240,0.2,1,0,0,1,0,832402,816440,中西區,Central and Western,*,52.16352262
786,1,789,https://hk.centanet.com/findproperty/centadata-details/%E6%9B%89%E7%BF%A0%E5%B1%B1%E8%8E%8A_2-GYSYWPYAPS,曉翠山莊,12240,22.38212,114.18249,CLUB PRISTINE,沒有名稱,498,52802.1,1722.1,54524.2,2,30,65300,0.9,0,0,0,1,0,0,0,沙田區,Sha Tin, ,121.4732537
787,1,790,https://hk.centanet.com/findproperty/centadata-details/%E6%9D%8F%E8%8A%B1%E9%82%A8_2-SGKEPPGYPE,杏花邨,12270,22.27803,114.2405,HENG FA CHUEN CLUB,杏花邨俱樂部,0,0,1131.8,1131.8,2,35,52660,0.1,1,0,0,0,1,0,0,東區,Eastern, ,93.84017049
788,1,791,https://hk.centanet.com/findproperty/centadata-details/%E5%AF%B6%E9%9B%B2%E9%96%A3_2-EAWWWPPXPK,寶雲閣,12270,22.27381,114.16447,BOWEN PLACE,寶雲閣,40,6665,330.7,6995.7,28,36,160000,1.5,1,0,0,1,0,834992,814996,中西區,Central and Western,*,96.62544396
789,1,792,https://hk.centanet.com/findproperty/centadata-details/%E5%98%89%E8%BC%9D%E5%A4%A7%E5%BB%88_2-UQSSFRJJRU,嘉輝大廈,12270,22.28158,114.1504,GARFIELD MANSION,嘉輝大廈,0,7803.8,0,7803.8,29,51,50000,0.7,1,0,0,1,0,833533,815858,中西區,Central and Western,*,106.273557
790,1,793,https://hk.centanet.com/findproperty/centadata-details/%E5%BE%B7%E8%BC%94%E5%A4%A7%E5%BB%88_2-SSKKGPKVPB,德輔大廈,12273,22.28787,114.14708,DES VOEUX BUILDING,德輔大廈,0,1018.8,2940.7,3959.5,22,47,25000,0.3,1,0,0,1,0,833199,816546,中西區,Central and Western,*,74.04736342
791,1,794,https://hk.centanet.com/findproperty/centadata-details/%E6%B5%B7%E7%A6%8F%E8%8A%B1%E5%9C%92_2-XSHIZHMHHT,海福花園,12286,22.37298,114.17667,HOLFORD GARDEN COMMERICAL COMPLEX,沒有名稱,0,0,2257.1,2257.1,2,39,30000,0.05,0,0,0,1,0,0,0,沙田區,Sha Tin, ,274.5955141
792,2,795,https://hk.centanet.com/findproperty/centadata-details/%E5%89%B5%E6%A5%AD%E4%B8%AD%E5%BF%83_2-OODQFRVORU,創業中心,12295,22.28632,114.13684,CHONG YIP CENTRE BLOCK B,創業中心B座,634,28749.5,3344.7,32094.2,26,43,20400,0.05,1,0,0,1,0,832139,816385,中西區,Central and Western,*,129.7606644
793,2,796,https://hk.centanet.com/findproperty/centadata-details/%E7%B4%85%E7%A3%A1%E7%81%A3%E4%B8%AD%E5%BF%83_2-USVRUROXRV,紅磡灣中心,12295,22.30537,114.1856,HAVELOCK HOUSE,喜樂大廈,814,44890.6,8575.9,53466.5,17,45,37000,0.3,1,0,0,0,0,837178,818485,九龍城區,Kowloon City,*,87.93924749
794,2,797,https://hk.centanet.com/findproperty/centadata-details/%E6%A6%AE%E8%BC%9D%E5%A4%A7%E5%BB%88_2-USOFQRCORS,榮輝大廈,12314,22.31333,114.18948,WING FAI MANSION - PODIUM,榮輝大樓 - 平台,204,9890.7,3279.6,13170.3,4,30,19830,0.4,1,0,0,1,0,837557,819386,九龍城區,Kowloon City,*,171.4565145
795,2,798,https://hk.centanet.com/findproperty/centadata-details/%E6%97%A5%E5%87%BA%E5%BA%B7%E5%9F%8E_3-YAPPWPPJPW,日出康城,12316,22.2949,114.27092,MONTARA - Podium, ,1120,70260,0,70260,6,3,57210,0.6,1,0,0,0,0,845893,817226,西貢區,Sai Kung,*,568.7717819
