OID_,SampleBuilding,Area,PerSqFeet,lat,long,CSU_ID,NAME_ENG,NAME_CHT,FLAT_NO,DGFA,NDGFA,TOTAL,BD_STOREY,Year,Income2016,WalkDis,Lift,SDU_cat,Potential,Management,MajorEstat,Easting,Northing,dc_chi,dc_eng,SDU_IND
43,百德大廈 B座,741,15519,22.281169999999999,114.184950000000001,3709815814T20050430,PATERSON BUILDING BLOCK B,百德大廈B座,0,21333.400000000001455,2644.000000000000000,23977.400000000001455,16,65,42250,0.05,0,0,0,0,0,837098,815814,灣仔區,Wan Chai,*
44,帝國大廈,886,10045,22.320010000000000,114.176240000000007,3620520113T20050430,IMPERIAL COURT,帝國大廈,0,10453.200000000000728,471.199999999999989,10924.399999999999636,14,64,30000,0.7,1,0,0,1,0,836205,820113,九龍城區,Kowloon City,*
45,百德大廈 A座,498,13052,22.281260000000000,114.185130000000001,3711915819T20050430,PATERSON BUILDING BLOCK A,百德大廈A座,0,21333.400000000001455,2644.000000000000000,23977.400000000001455,16,65,42250,0.05,1,0,0,0,0,837119,815819,灣仔區,Wan Chai,*
46,軒尼詩大廈,548,12226,22.279769999999999,114.183019999999999,3688715653T20050430,HENNESSY APARTMENTS,軒尼詩大廈,0,11840.000000000000000,3186.000000000000000,15026.000000000000000,20,64,34500,0.05,1,0,1,1,0,836887,815653,灣仔區,Wan Chai,*
47,東廬大樓 A座,509,8408,22.330449999999999,114.166250000000005,3517221266P20060311,TUNG LO COURT BLOCK A,東廬大樓Ａ座,0,19107.299999999999272,1696.799999999999955,20804.099999999998545,12,64,28430,0.3,0,2,0,1,0,835177,821256,深水埗區,Sham Shui Po,***
48,帝國大廈,1037,9643,22.320010000000000,114.176240000000007,3620520113T20050430,IMPERIAL COURT,帝國大廈,0,10453.200000000000728,471.199999999999989,10924.399999999999636,14,64,30000,0.7,1,0,0,1,0,836205,820113,九龍城區,Kowloon City,*
49,凱旋大廈 B座,831,13838,22.283429999999999,114.191559999999996,3778216063P20060312,TRIUMPH COURT,凱旋大廈,0,7754.000000000000000,795.200000000000045,8549.200000000000728,11,65,35350,0.05,1,0,0,0,0,837784,816060,東區,Eastern,*
50,軒尼詩大廈,548,12226,22.279769999999999,114.183019999999999,3688715653T20050430,HENNESSY APARTMENTS,軒尼詩大廈,0,11840.000000000000000,3186.000000000000000,15026.000000000000000,20,64,34500,0.05,1,0,1,1,0,836887,815653,灣仔區,Wan Chai,*
51,軒尼詩大廈,548,12226,22.279769999999999,114.183019999999999,3688715653T20050430,HENNESSY APARTMENTS,軒尼詩大廈,0,11840.000000000000000,3186.000000000000000,15026.000000000000000,20,64,34500,0.05,1,0,1,1,0,836887,815653,灣仔區,Wan Chai,*
52,民新大廈,1065,11267,22.289999999999999,114.209119999999999,3958516796T20050430,MANSION BUILDING,民新大廈,0,5809.600000000000364,886.399999999999977,6696.000000000000000,13,64,26990,0.2,1,1,0,0,0,839585,816796,東區,Eastern,**
53,凱旋大廈 B座,581,13597,22.283429999999999,114.191559999999996,3778216063P20060312,TRIUMPH COURT,凱旋大廈,0,7754.000000000000000,795.200000000000045,8549.200000000000728,11,65,35350,0.05,1,0,0,0,0,837784,816060,東區,Eastern,*
54,軒尼詩大廈,567,12345,22.279769999999999,114.183019999999999,3688715653T20050430,HENNESSY APARTMENTS,軒尼詩大廈,0,11840.000000000000000,3186.000000000000000,15026.000000000000000,20,64,34500,0.05,1,0,1,1,0,836887,815653,灣仔區,Wan Chai,*
55,百德大廈 C座,688,10901,22.280950000000001,114.185239999999993,3713115786T20050430,PATERSON BUILDING BLOCK C,百德大廈C座,0,21333.400000000001455,2644.000000000000000,23977.400000000001455,16,65,42250,0.05,0,0,0,1,0,837131,815786,灣仔區,Wan Chai,*
56,富貴大廈 西座,445,10561,22.319310000000002,114.161360000000002,3468420043T20050430,PEONY HOUSE WEST BLOCK,富貴大廈西座,0,11119.000000000000000,1344.000000000000000,12463.000000000000000,12,63,24000,0.05,1,1,0,0,0,834684,820043,油尖旺區,Yau Tsim Mong,**
57,海防大廈,684,10526,22.297979999999999,114.171779999999998,3574217677T20050430,HAI PHONG MANSION,海防大廈,0,12280.700000000000728,2176.900000000000091,14457.600000000000364,16,64,22000,0.05,1,1,0,1,0,835742,817677,油尖旺區,Yau Tsim Mong,**
58,康德大廈,962,11434,22.288160000000001,114.196060000000003,3825716569T20050430,KENT MANSION,康德大廈,0,9816.000000000000000,0,9816.000000000000000,13,63,31000,0.3,1,0,0,1,0,838257,816569,東區,Eastern,*
59,百利大廈,670,11761,22.282560000000000,114.192459999999997,3786615969T20050430,PAK LEE BUILDING,百利大廈,0,7916.300000000000182,1611.599999999999909,9527.899999999999636,14,64,46250,0.05,1,0,0,1,0,837866,815969,東區,Eastern,*
60,富貴大廈 西座,440,7954,22.319310000000002,114.161360000000002,3468420043T20050430,PEONY HOUSE WEST BLOCK,富貴大廈西座,0,11119.000000000000000,1344.000000000000000,12463.000000000000000,12,63,24000,0.05,1,1,0,0,0,834684,820043,油尖旺區,Yau Tsim Mong,**
61,成和大廈,930,11827,22.269559999999998,114.184950000000001,3709714530T20050430,SING WOO BUILDING,成和大廈,0,2250.000000000000000,250.000000000000000,2500.000000000000000,10,63,30000,1.500000000000000,1,1,0,1,0,837097,814530,灣仔區,Wan Chai,**
62,利成大廈,600,9333,22.306249999999999,114.167710000000000,3532318580T20050430,LEE SHING MANSION,利成大廈,0,6159.500000000000000,1307.599999999999909,7467.100000000000364,14,63,24300,0.1,1,2,0,1,0,835323,818580,油尖旺區,Yau Tsim Mong,***
63,華源大廈 C座,634,9936,22.284610000000001,114.153869999999998,3389316188T20050430,WAH YUEN BUILDING,華源大廈,0,0,2042.500000000000000,2042.500000000000000,14,47,27200,0.2,1,0,0,0,0,0,0,中西區,Central and Western, 
64,華源大廈 A座,850,10588,22.284610000000001,114.153869999999998,3389316188T20050430,WAH YUEN BUILDING,華源大廈,0,0,2042.500000000000000,2042.500000000000000,14,47,27200,0.2,1,0,0,0,0,0,0,中西區,Central and Western, 
65,華源大廈 D座,742,10781,22.284610000000001,114.153869999999998,3389316188T20050430,WAH YUEN BUILDING,華源大廈,0,0,2042.500000000000000,2042.500000000000000,14,47,27200,0.2,1,0,0,0,0,0,0,中西區,Central and Western, 
66,宜安大廈,471,8067,22.315230000000000,114.222309999999993,4095019581T20050430,YEE ON BUILDING,宜安大廈,0,2689.000000000000000,547.100000000000023,3236.099999999999909,6,63,16380,0.3,0,2,0,1,0,840950,819581,觀塘區,Kwun Tong,***
67,太就樓,415,9590,22.282869999999999,114.212940000000003,3997916000T20050430,TAI CHOW HOUSE,太就樓,0,7672.199999999999818,131.000000000000000,7803.199999999999818,10,64,20580,0.4,1,0,0,1,0,839979,816000,東區,Eastern,*
68,興華樓 B座,725,13793,22.283700000000000,114.142510000000001,3273516090T20050430,HING WAH MANSION BLOCK B,興華樓B座,0,3565.000000000000000,155.000000000000000,3720.000000000000000,12,63,85500,0.1,1,0,0,1,0,832735,816090,中西區,Central and Western,*
69,興華樓 B座,456,16622,22.283700000000000,114.142510000000001,3273516090T20050430,HING WAH MANSION BLOCK B,興華樓B座,0,3565.000000000000000,155.000000000000000,3720.000000000000000,12,63,85500,0.1,1,0,0,1,0,832735,816090,中西區,Central and Western,*
70,太平洋大廈,611,11783,22.301410000000001,114.174949999999995,3607318052T20050430,PACIFIC BUILDING,太平洋大廈,0,3970.000000000000000,537.500000000000000,4507.500000000000000,12,63,19210,0.5,1,0,0,1,0,836073,818052,油尖旺區,Yau Tsim Mong,*
71,自由大廈,462,11471,22.317689999999999,114.175070000000005,3608319853T20050430,LIBERTY MANSION,自由大廈,0,4452.000000000000000,291.000000000000000,4743.000000000000000,16,63,65000,0.6,1,0,0,1,0,836083,819853,九龍城區,Kowloon City,*
72,龍旺大廈,601,9484,22.321310000000000,114.170540000000003,3561920257T20050430,LUNG MONG BUILDING,龍旺大廈,0,4037.300000000000182,306.699999999999989,4344.000000000000000,12,63,15000,0.1,1,1,0,1,0,835619,820257,油尖旺區,Yau Tsim Mong,**
73,金德大廈,634,11640,22.301140000000000,114.176119999999997,3619018020T20050430,GOLDEN MANSION,金德大廈,0,4207.500000000000000,844.000000000000000,5051.500000000000000,15,62,23130,0.4,1,0,0,0,0,836190,818020,油尖旺區,Yau Tsim Mong,*
74,和富大樓,484,10495,22.292290000000001,114.198279999999997,3847017048T20050430,WHARF MANSION,和富大樓,0,6580.000000000000000,956.000000000000000,7536.000000000000000,15,62,27490,0.2,1,1,0,1,0,838470,817048,東區,Eastern,**
75,利群大廈,527,8728,22.248500000000000,114.152810000000002,3378612195T20050430,ABBA COMMERCIAL BUILDING,利群商業大廈,462,21138.000000000000000,11300.000000000000000,32438.000000000000000,29,42,35080,1.500000000000000,1,0,0,0,0,0,0,南區,Southern, 
76,利群大廈,825,8484,22.248500000000000,114.152810000000002,3378612195T20050430,ABBA COMMERCIAL BUILDING,利群商業大廈,462,21138.000000000000000,11300.000000000000000,32438.000000000000000,29,42,35080,1.500000000000000,1,0,0,0,0,0,0,南區,Southern, 
77,金德大廈,637,10957,22.301140000000000,114.176119999999997,3619018020T20050430,GOLDEN MANSION,金德大廈,0,4207.500000000000000,844.000000000000000,5051.500000000000000,15,62,23130,0.4,1,0,0,0,0,836190,818020,油尖旺區,Yau Tsim Mong,*
78,太和苑,1033,10648,22.325340000000001,114.177700000000002,3635620700T20050430,PEACE GARDEN,太和苑,0,4116.000000000000000,0,4116.000000000000000,13,63,84160,0.9,1,0,0,0,0,836356,820700,九龍城區,Kowloon City,*
79,太和苑,887,12378,22.325340000000001,114.177700000000002,3635620700T20050430,PEACE GARDEN,太和苑,0,4116.000000000000000,0,4116.000000000000000,13,63,84160,0.9,1,0,0,0,0,836356,820700,九龍城區,Kowloon City,*
80,和富大樓,484,11115,22.292290000000001,114.198279999999997,3847017048T20050430,WHARF MANSION,和富大樓,0,6580.000000000000000,956.000000000000000,7536.000000000000000,15,62,27490,0.2,1,1,0,1,0,838470,817048,東區,Eastern,**
81,香港仔大樓,460,7173,22.247540000000001,114.157889999999995,3431212076T20050430,YIP YEE MANSION,業漁大樓,0,856.700000000000045,1350.299999999999955,2207.000000000000000,13,56,20000,1.000000000000000,1,0,0,0,0,834312,812076,南區,Southern,*
82,金德大廈,634,13406,22.301140000000000,114.176119999999997,3619018020T20050430,GOLDEN MANSION,金德大廈,0,4207.500000000000000,844.000000000000000,5051.500000000000000,15,62,23130,0.4,1,0,0,0,0,836190,818020,油尖旺區,Yau Tsim Mong,*
83,金德大廈,637,12558,22.301140000000000,114.176119999999997,3619018020T20050430,GOLDEN MANSION,金德大廈,0,4207.500000000000000,844.000000000000000,5051.500000000000000,15,62,23130,0.4,1,0,0,0,0,836190,818020,油尖旺區,Yau Tsim Mong,*
84,漢中大廈,896,10602,22.296109999999999,114.171409999999995,3570317465T20050430,HANCHUNG MANSION,漢中大廈,0,2955.599999999999909,540.899999999999977,3496.500000000000000,13,62,22000,0.05,1,0,0,1,0,835703,817465,油尖旺區,Yau Tsim Mong,*
85,太平洋大廈,556,10071,22.301410000000001,114.174949999999995,3607318052T20050430,PACIFIC BUILDING,太平洋大廈,0,3970.000000000000000,537.500000000000000,4507.500000000000000,12,63,19210,0.5,1,0,0,1,0,836073,818052,油尖旺區,Yau Tsim Mong,*
86,太平洋大廈,611,11292,22.301410000000001,114.174949999999995,3607318052T20050430,PACIFIC BUILDING,太平洋大廈,0,3970.000000000000000,537.500000000000000,4507.500000000000000,12,63,19210,0.5,1,0,0,1,0,836073,818052,油尖旺區,Yau Tsim Mong,*
87,自由大廈,490,10979,22.317689999999999,114.175070000000005,3608319853T20050430,LIBERTY MANSION,自由大廈,0,4452.000000000000000,291.000000000000000,4743.000000000000000,16,63,65000,0.6,1,0,0,1,0,836083,819853,九龍城區,Kowloon City,*
88,偉安大廈 A座,574,11324,22.303200000000000,114.168329999999997,3538618246T20050430,WAI ON BUILDING BLOCK A,偉安大廈Ａ座,0,5410.399999999999636,420.300000000000011,5830.699999999999818,16,62,21430,0.05,1,0,0,1,0,835386,818246,油尖旺區,Yau Tsim Mong,*
89,海殿大廈,465,13548,22.281820000000000,114.183650000000000,3696115887T20050430,HOI DEEN COURT,海殿大廈,0,9117.000000000000000,472.000000000000000,9589.000000000000000,18,61,18000,0.2,1,0,0,1,0,836961,815887,灣仔區,Wan Chai,*
90,興華大廈,781,12676,22.339630000000000,114.155270000000002,3404422285T20050430,WO HING BUILDING,和興大廈,0,5632.500000000000000,643.100000000000023,6275.600000000000364,8,67,20000,0.5,0,2,0,1,0,834044,822285,深水埗區,Sham Shui Po,***
91,五洲大廈,787,7471,22.289860000000001,114.195549999999997,3819316772P20060312,CONTINENTAL MANSION,五洲大廈,0,26221.599999999998545,3614.199999999999818,29835.799999999999272,23,62,31000,0.3,1,1,0,1,0,838187,816789,東區,Eastern,**
92,寶德大廈,659,12139,22.268120000000000,114.184089999999998,3700414353T20050430,PO TAK MANSION,寶德大廈,0,5092.500000000000000,0,5092.500000000000000,13,62,44500,2.000000000000000,1,0,0,0,0,837004,814353,灣仔區,Wan Chai,*
93,啟德樓,1045,8612,22.316330000000001,114.226540000000000,4138419707T20050430,KAI TAK HOUSE,啓德樓,0,3658.000000000000000,0,3658.000000000000000,14,61,28500,0.7,1,0,0,1,0,841384,819707,觀塘區,Kwun Tong,*
94,百安大廈 A座,685,9167,22.303200000000000,114.168329999999997,3538618246T20050430,WAI ON BUILDING BLOCK A,偉安大廈Ａ座,0,5410.399999999999636,420.300000000000011,5830.699999999999818,16,62,21430,0.05,1,0,0,1,0,835386,818246,油尖旺區,Yau Tsim Mong,*
95,玉華大廈,946,10359,22.325990000000001,114.186930000000004,3730320777T20050430,YORK MANSION,玉華大廈,0,3115.199999999999818,0,3115.199999999999818,12,61,63200,0.7,0,0,0,0,0,837303,820777,九龍城區,Kowloon City,*
96,玉華大廈,1041,11431,22.325990000000001,114.186930000000004,3730320777T20050430,YORK MANSION,玉華大廈,0,3115.199999999999818,0,3115.199999999999818,12,61,63200,0.7,0,0,0,0,0,837303,820777,九龍城區,Kowloon City,*
97,寶德大廈,580,16000,22.268120000000000,114.184089999999998,3700414353T20050430,PO TAK MANSION,寶德大廈,0,5092.500000000000000,0,5092.500000000000000,13,62,44500,2.000000000000000,1,0,0,0,0,837004,814353,灣仔區,Wan Chai,*
98,百安大廈 A座,900,8777,22.303200000000000,114.168329999999997,3538618246T20050430,WAI ON BUILDING BLOCK A,偉安大廈Ａ座,0,5410.399999999999636,420.300000000000011,5830.699999999999818,16,62,21430,0.05,1,0,0,1,0,835386,818246,油尖旺區,Yau Tsim Mong,*
99,偉安大廈 A座,574,11324,22.303200000000000,114.168329999999997,3538618246T20050430,WAI ON BUILDING BLOCK A,偉安大廈Ａ座,0,5410.399999999999636,420.300000000000011,5830.699999999999818,16,62,21430,0.05,1,0,0,1,0,835386,818246,油尖旺區,Yau Tsim Mong,*
100,五洲大廈,812,11453,22.289860000000001,114.195549999999997,3819316772P20060312,CONTINENTAL MANSION,五洲大廈,0,26221.599999999998545,3614.199999999999818,29835.799999999999272,23,62,31000,0.3,1,1,0,1,0,838187,816789,東區,Eastern,**
101,南方大廈,605,9917,22.290080000000000,114.194789999999998,3811216787T20050430,SOUTHERN BUILDING,南方大廈,0,17271.099999999998545,1407.500000000000000,18678.599999999998545,20,62,18420,0.2,1,1,0,1,0,838112,816787,東區,Eastern,**
102,美登大廈,1015,11625,22.281790000000001,114.185559999999995,3717215885T20050430,HAMILTON MANSION,美登大廈,0,6282.600000000000364,495.000000000000000,6777.600000000000364,13,62,50230,0.2,1,0,0,1,0,837172,815885,灣仔區,Wan Chai,*
103,桂林街75-81號/大南街333-337號,628,5732,22.329360000000001,114.160120000000006,3454421141T20050430,NO SPECIFIC NAME,沒有名稱,0,4516.000000000000000,634.600000000000023,5150.600000000000364,10,61,18100,0.2,0,0,0,1,0,0,0,深水埗區,Sham Shui Po, 
104,寶德大廈,841,10939,22.268120000000000,114.184089999999998,3700414353T20050430,PO TAK MANSION,寶德大廈,0,5092.500000000000000,0,5092.500000000000000,13,62,44500,2.000000000000000,1,0,0,0,0,837004,814353,灣仔區,Wan Chai,*
105,寶德大廈,841,13674,22.268120000000000,114.184089999999998,3700414353T20050430,PO TAK MANSION,寶德大廈,0,5092.500000000000000,0,5092.500000000000000,13,62,44500,2.000000000000000,1,0,0,0,0,837004,814353,灣仔區,Wan Chai,*
106,麗達大廈,538,13754,22.278279999999999,114.186390000000003,3725015491T20140828,RITA HOUSE,麗達大廈,0,1217.299999999999955,229.699999999999989,1447.000000000000000,11,62,22000,0.3,1,0,0,1,0,837250,815491,灣仔區,Wan Chai,*
107,寶德大廈,662,16918,22.268120000000000,114.184089999999998,3700414353T20050430,PO TAK MANSION,寶德大廈,0,5092.500000000000000,0,5092.500000000000000,13,62,44500,2.000000000000000,1,0,0,0,0,837004,814353,灣仔區,Wan Chai,*
108,麗星大廈,479,7056,22.312000000000001,114.170590000000004,3562319226T20050430,LAI SHING BUILDING,麗星大廈,0,6126.699999999999818,941.299999999999955,7068.000000000000000,19,61,15000,0.05,1,1,1,0,0,835623,819226,油尖旺區,Yau Tsim Mong,**
109,南方大廈,501,7744,22.290080000000000,114.194789999999998,3811216787T20050430,SOUTHERN BUILDING,南方大廈,0,17271.099999999998545,1407.500000000000000,18678.599999999998545,20,62,18420,0.2,1,1,0,1,0,838112,816787,東區,Eastern,**
110,安昌大廈,463,11231,22.316690000000001,114.191419999999994,3776619744P20060311,ON WO YUEN PHASE I ON CHEONG BUILDING,安和園第一期安昌大廈,0,4765.100000000000364,483.699999999999989,5248.800000000000182,15,52,18930,0.5,1,0,1,0,1,837766,819743,九龍城區,Kowloon City,*
111,五洲大廈,533,9718,22.289860000000001,114.195549999999997,3819316772P20060312,CONTINENTAL MANSION,五洲大廈,0,26221.599999999998545,3614.199999999999818,29835.799999999999272,23,62,31000,0.3,1,1,0,1,0,838187,816789,東區,Eastern,**
112,華樂大廈,442,9502,22.317990000000002,114.173230000000004,3588919892T20050430,WAH LOK BUILDING,華樂大廈,0,4418.699999999999818,264.500000000000000,4683.199999999999818,15,61,26000,0.4,1,1,0,1,0,835889,819892,油尖旺區,Yau Tsim Mong,**
113,太祥樓,441,8049,22.284030000000001,114.221209999999999,4085616143T20050430,TAI CHEONG HOUSE,太祥樓,0,7600.000000000000000,599.000000000000000,8199.000000000000000,11,62,15290,0.2,1,0,0,1,0,840856,816143,東區,Eastern,*
114,五洲大廈,516,9670,22.289860000000001,114.195549999999997,3819316772P20060312,CONTINENTAL MANSION,五洲大廈,0,26221.599999999998545,3614.199999999999818,29835.799999999999272,23,62,31000,0.3,1,1,0,1,0,838187,816789,東區,Eastern,**
115,德利樓,466,11373,22.317380000000000,114.167360000000002,3529219821T20050430,TAK LEI HOUSE,德利樓,15,415.399999999999977,266.199999999999989,681.600000000000023,6,47,14850,0.3,0,0,0,0,0,835292,819821,油尖旺區,Yau Tsim Mong,*
116,五聯大廈,417,8633,22.327729999999999,114.187129999999996,3732520967T20050430,YUE LUEN MANSION,沒有名稱,0,737.000000000000000,185.500000000000000,922.500000000000000,6,58,22230,0.5,0,1,0,1,0,837325,820967,九龍城區,Kowloon City,**
117,南方大廈,508,11200,22.290080000000000,114.194789999999998,3811216787T20050430,SOUTHERN BUILDING,南方大廈,0,17271.099999999998545,1407.500000000000000,18678.599999999998545,20,62,18420,0.2,1,1,0,1,0,838112,816787,東區,Eastern,**
118,僑豐大廈,857,10268,22.302630000000001,114.175439999999995,3611718184T20050430,KIU FUNG MANSION,僑豐大廈,0,11975.399999999999636,1050.000000000000000,13025.399999999999636,16,61,23130,0.4,1,2,0,1,0,836117,818184,油尖旺區,Yau Tsim Mong,***
119,五洲大廈,907,9911,22.289860000000001,114.195549999999997,3819316772P20060312,CONTINENTAL MANSION,五洲大廈,0,26221.599999999998545,3614.199999999999818,29835.799999999999272,23,62,31000,0.3,1,1,0,1,0,838187,816789,東區,Eastern,**
120,僑豐大廈,865,9248,22.302630000000001,114.175439999999995,3611718184T20050430,KIU FUNG MANSION,僑豐大廈,0,11975.399999999999636,1050.000000000000000,13025.399999999999636,16,61,23130,0.4,1,2,0,1,0,836117,818184,油尖旺區,Yau Tsim Mong,***
121,五洲大廈,787,10673,22.289860000000001,114.195549999999997,3819316772P20060312,CONTINENTAL MANSION,五洲大廈,0,26221.599999999998545,3614.199999999999818,29835.799999999999272,23,62,31000,0.3,1,1,0,1,0,838187,816789,東區,Eastern,**
122,金百龍大廈,652,9049,22.304539999999999,114.171360000000007,3568818396T20050430,CUMBERLAND HOUSE,金百龍大廈,0,1779.700000000000045,1796.700000000000045,3576.400000000000091,11,61,17210,0.05,1,2,0,1,0,835688,818396,油尖旺區,Yau Tsim Mong,***
123,好景樓,582,8419,22.277490000000000,114.229870000000005,4173615409P20081015,HO KING BUILDING,好景樓,60,2288.599999999999909,910.299999999999955,3198.900000000000091,22,45,32100,0.2,1,0,0,0,0,841728,815405,東區,Eastern,*
124,美新大廈,513,17309,22.283590000000000,114.127840000000006,3121716082T20050430,MAY SUN BUILDING,美新大廈,0,6710.000000000000000,610.000000000000000,7320.000000000000000,12,60,45490,0.3,1,1,0,1,0,831217,816082,中西區,Central and Western,**
125,國榮大樓,495,13737,22.318629999999999,114.170519999999996,3561719957T20050430,KWOK WING BUILDING,國榮大樓,0,1723.099999999999909,516.299999999999955,2239.400000000000091,12,60,16500,0.05,1,0,1,1,0,835617,819957,油尖旺區,Yau Tsim Mong,*
126,星輝大廈,572,13111,22.287520000000001,114.144670000000005,3294916515P20060312,SING FAI BUILDING,星輝大廈,92,3611.000000000000000,877.200000000000045,4488.199999999999818,25,46,26630,0.05,1,0,0,0,0,832946,816516,中西區,Central and Western,*
127,利泰大樓,590,8305,22.323340000000002,114.165930000000003,3514220479T20050430,LEE TAI BUILDING,利泰大樓,0,4630.399999999999636,378.399999999999977,5008.800000000000182,15,61,16200,0.2,1,1,1,0,0,835142,820479,油尖旺區,Yau Tsim Mong,**
128,麗園大廈,764,10471,22.279019999999999,114.183340000000001,3693015578T20050430,LAI YUEN APARTMENTS,麗園大廈,0,7160.199999999999818,1263.799999999999955,8424.000000000000000,14,60,22000,0.1,1,0,0,1,0,836930,815578,灣仔區,Wan Chai,*
129,維德大廈,901,11098,22.282319999999999,114.186030000000002,3721715940T20050430,VICTORIA PARK MANSION,維德大廈,0,35018.699999999997090,10898.100000000000364,45916.800000000002910,16,61,50230,0.4,1,0,0,1,0,837217,815940,灣仔區,Wan Chai,*
130,永樂大廈,409,7041,22.287379999999999,114.149109999999993,3340916514T20050430,WING LOK MANSION,永樂大廈,0,106.599999999999994,1994.599999999999909,2101.199999999999818,9,56,23000,0.3,1,0,0,1,0,0,0,中西區,Central and Western, 
131,僑裕大樓,460,8652,22.292149999999999,114.197580000000002,3840217026P20060312,GAIN YU BUILDING,橋裕大廈,60,3540.599999999999909,1484.200000000000045,5024.800000000000182,23,36,27490,0.3,1,0,0,1,0,838402,817025,東區,Eastern,*
132,曾榕大廈,1087,8003,22.317240000000002,114.174959999999999,3606419828T20050430,TSAN YUNG MANSION,曾榕大廈,0,9276.100000000000364,1463.299999999999955,10739.399999999999636,13,60,65000,0.6,1,0,0,1,0,836064,819828,九龍城區,Kowloon City,*
133,威信樓,531,6497,22.335799999999999,114.196380000000005,3827721863T20121123,WEI SHUN MANSION,威信樓,0,1613.900000000000091,1159.000000000000000,2772.900000000000091,6,60,14540,0.7,0,0,0,1,0,838277,821863,黃大仙區,Wong Tai Sin,*
134,高華大廈,471,12951,22.278880000000001,114.177300000000002,3631215552T20050430,GO WAH MANSION,高華大廈,0,5325.899999999999636,903.399999999999977,6229.300000000000182,15,60,29000,0.4,1,1,0,1,0,836312,815552,灣仔區,Wan Chai,**
135,新唐大廈,860,11627,22.282219999999999,114.185789999999997,3718815934T20050430,NEWTOWN MANSION,新唐大廈,0,35018.699999999997090,10898.100000000000364,45916.800000000002910,15,61,50230,0.3,1,0,0,1,0,837188,815934,灣仔區,Wan Chai,*
136,雅景大廈,738,15582,22.281340000000000,114.150509999999997,3354715826T20050430,GREEN FIELD COURT,雅景大廈,42,2954.699999999999818,0,2954.699999999999818,22,47,50000,0.8,1,0,0,1,0,833547,815826,中西區,Central and Western,*
137,環海大廈,685,8029,22.302199999999999,114.174800000000005,3605518142T20050430,UNIVERSAL MANSION,環海大廈,0,12056.700000000000728,1157.000000000000000,13213.700000000000728,11,62,19210,0.4,1,0,0,1,0,836055,818142,油尖旺區,Yau Tsim Mong,*
138,興旺大廈,689,7547,22.320599999999999,114.161689999999993,3470720165T20050430,HING WONG MANSION,興旺大樓,0,21780.000000000000000,1909.000000000000000,23689.000000000000000,16,61,18630,0.3,1,2,0,1,0,834707,820165,油尖旺區,Yau Tsim Mong,***
139,東方大廈,423,10827,22.313590000000001,114.171049999999994,3566819402P20060311,TUNG YU BUILDING,東裕大廈,69,2731.099999999999909,313.399999999999977,3044.500000000000000,24,46,12490,0.05,1,0,0,1,0,835669,819401,油尖旺區,Yau Tsim Mong,*
140,南天大廈,618,9676,22.290260000000000,114.195059999999998,3814216813T20050430,NAM TIN BUILDING,南天大廈,0,6997.100000000000364,1575.000000000000000,8572.100000000000364,20,61,18420,0.2,1,1,0,1,0,838142,816813,東區,Eastern,**
141,永利大廈,643,11197,22.286390000000001,114.151349999999994,3363216386T20050430,WINNING HOUSE,永利大廈,0,0,1654.299999999999955,1654.299999999999955,11,49,27200,0.05,1,0,0,1,0,833632,816386,中西區,Central and Western,*
142,七喜大廈,570,11017,22.316600000000001,114.187340000000006,3734819734T20050430,LUCKY BUILDING,七喜大廈,0,13255.299999999999272,947.700000000000045,14203.000000000000000,19,60,25000,0.05,1,1,0,1,0,837348,819734,九龍城區,Kowloon City,**
143,錦華大樓,501,9780,22.277680000000000,114.229900000000001,4172915434T20050430,KAM WA BUILDING,錦華大樓,0,4573.399999999999636,1200.799999999999955,5774.199999999999818,14,60,32100,0.1,1,0,0,1,0,841729,815434,東區,Eastern,*
144,藝興大廈,638,9404,22.317769999999999,114.173079999999999,3587719861T20050430,NGAI HING MANSION,藝興大廈,0,17074.900000000001455,1403.299999999999955,18478.200000000000728,17,60,26000,0.5,1,2,0,1,0,835877,819861,油尖旺區,Yau Tsim Mong,***
145,華成樓 B座,519,7283,22.371009999999998,114.115139999999997,2991225763T20050430,WAH SHING BUILDING BLOCK B,華成樓Ｂ座,0,1910.099999999999909,872.399999999999977,2782.500000000000000,6,61,15830,0.4,0,1,1,0,0,829912,825763,荃灣區,Tsuen Wan,**
146,屈地大廈 38-44號,553,10849,22.286269999999998,114.136460000000000,3210716381T20050430,WHITTY  BUILDING,屈地大廈,0,10153.600000000000364,863.600000000000023,11017.200000000000728,15,61,18000,0.05,1,2,1,1,0,832107,816381,中西區,Central and Western,***
147,金冠大廈,1130,9734,22.278649999999999,114.177750000000003,3635715538T20050430,KAM KOON BUILDING,金冠大廈,34,1660.900000000000091,1153.799999999999955,2814.699999999999818,22,46,27950,0.5,1,0,0,1,0,836357,815538,灣仔區,Wan Chai,*
148,美華大廈,428,10046,22.330909999999999,114.162940000000006,3483721314T20050430,MAYFAIR BUILDING,美華大廈,24,1035.799999999999955,584.799999999999955,1620.599999999999909,15,31,14370,0.05,1,0,0,1,0,834837,821314,深水埗區,Sham Shui Po,*
149,屈地大廈 22-28號,521,10172,22.286269999999998,114.136460000000000,3210716381T20050430,WHITTY  BUILDING,屈地大廈,0,10153.600000000000364,863.600000000000023,11017.200000000000728,15,61,18000,0.05,1,2,1,1,0,832107,816381,中西區,Central and Western,***
