OID_,PerSqFeet,Area,lat,lon,Building,NAME_ENG,NAME_CHT,OP_YRM,FLAT_NO,DGFA,NDGFA,TOTAL,BD_STOREY,Year,Income2016,WalkDis,Lift,SDU_cat,Potential,Management,MajorEstat,Easting,Northing,dc_chi,dc_eng,SDU_IND,
7401,9558,544,22.420300000000001,114.224100000000007,嘉湖山莊 6期 美湖居 6座,VISTA PARADISO - PODIUM,聽濤雅苑 - 平台,7/1/1998 0:00,1012,85885.600000000005821,9383.700000000000728,95269.300000000002910,2,26,67200,1.000000000000000,1,0,0,1,1,841102,831089,沙田區,Sha Tin,*,
7402,14065,610,22.440790000000000,114.016769999999994,愉景新城 2期 7座,SCENIC GARDENS,御景園,12/1/1997 0:00,474,30980.900000000001455,865.899999999999977,31846.799999999999272,14,27,47000,0.7,1,0,0,0,0,819787,833499,元朗區,Yuen Long,*,
7403,11230,650,22.311820000000001,114.257729999999995,聽濤雅苑 1期 11座,PO PAK HOUSE,寶栢閣,6/1/1998 0:00,0,98693.600000000005821,4155.000000000000000,102848.600000000005821,39,26,23890,0.9,1,0,0,0,1,844598,819209,西貢區,Sai Kung,*,
7404,8578,647,22.361809999999998,114.105699999999999,御景園 2座,VILLA ESPLANADA BLOCK 1,灝景灣第１座,1/1/1998 0:00,792,60654.000000000000000,13594.000000000000000,74248.000000000000000,41,27,67050,4.000000000000000,1,0,0,0,1,828946,824736,葵青區,Kwai Tsing,*,
7405,6220,426,22.420300000000001,114.224100000000007,寶明苑 寶柏閣 (B座),VISTA PARADISO - PODIUM,聽濤雅苑 - 平台,7/1/1998 0:00,1012,85885.600000000005821,9383.700000000000728,95269.300000000002910,2,26,67200,1.000000000000000,1,0,0,1,1,841102,831089,沙田區,Sha Tin,*,
7406,15799,519,22.361809999999998,114.105699999999999,灝景灣 1期 2座,VILLA ESPLANADA BLOCK 1,灝景灣第１座,1/1/1998 0:00,792,60654.000000000000000,13594.000000000000000,74248.000000000000000,41,27,67050,4.000000000000000,1,0,0,0,1,828946,824736,葵青區,Kwai Tsing,*,
7407,13450,794,22.440130000000000,114.033349999999999,聽濤雅苑 1期 11座,GRAND DEL SOL,朗睛居,12/1/1997 0:00,1101,79340.899999999994179,1929.500000000000000,81270.399999999994179,12,27,46210,0.7,1,0,0,0,1,821490,833427,元朗區,Yuen Long,*,
7408,13071,674,22.420300000000001,114.224100000000007,灝景灣 1期 2座,VISTA PARADISO - PODIUM,聽濤雅苑 - 平台,7/1/1998 0:00,1012,85885.600000000005821,9383.700000000000728,95269.300000000002910,2,26,67200,1.000000000000000,1,0,0,1,1,841102,831089,沙田區,Sha Tin,*,
7409,9472,739,22.312290000000001,114.259140000000002,朗晴居 1座,KWONG LUNG HOUSE,廣隆閣,4/1/1998 0:00,0,51667.199999999997090,761.100000000000023,52428.300000000002910,39,26,23890,0.9,1,0,0,0,1,844744,819260,西貢區,Sai Kung,*,
7410,14332,794,22.439930000000000,114.033900000000003,聽濤雅苑 1期 11座,GRAND DEL SOL,朗睛居,12/1/1997 0:00,1101,79340.899999999994179,1929.500000000000000,81270.399999999994179,12,27,46210,0.8,1,0,0,0,1,821540,833400,元朗區,Yuen Long,*,
7411,8638,426,22.439070000000001,114.034109999999998,廣明苑 廣隆閣 (B座),GRAND DEL SOL,朗睛居,12/1/1997 0:00,1101,79340.899999999994179,1929.500000000000000,81270.399999999994179,12,27,46210,1.000000000000000,1,0,0,0,1,821562,833305,元朗區,Yuen Long,*,
7412,8835,756,22.440790000000000,114.016769999999994,朗晴居 3座,SCENIC GARDENS,御景園,12/1/1997 0:00,474,30980.900000000001455,865.899999999999977,31846.799999999999272,14,27,47000,0.7,1,0,0,0,0,819787,833499,元朗區,Yuen Long,*,
7413,10471,573,22.440220000000000,114.033670000000001,朗晴居 7座,GRAND DEL SOL,朗睛居,12/1/1997 0:00,1101,79340.899999999994179,1929.500000000000000,81270.399999999994179,12,27,46210,0.7,1,0,0,0,1,821529,833432,元朗區,Yuen Long,*,
7414,9440,1054,22.341190000000001,114.202240000000003,御景園 2座,GALAXIA TOWER C,星河明居Ｃ座,3/1/1998 0:00,1684,107668.000000000000000,0,107668.000000000000000,45,27,55200,0.4,1,0,0,0,1,838882,822455,黃大仙區,Wong Tai Sin,*,
7415,10122,573,22.440049999999999,114.016679999999994,朗晴居 2座,SCENIC GARDENS,御景園,12/1/1997 0:00,474,30980.900000000001455,865.899999999999977,31846.799999999999272,14,27,47000,0.8,1,0,0,0,0,819777,833411,元朗區,Yuen Long,*,
7416,14839,593,22.420300000000001,114.224100000000007,星河明居 C座,VISTA PARADISO - PODIUM,聽濤雅苑 - 平台,7/1/1998 0:00,1012,85885.600000000005821,9383.700000000000728,95269.300000000002910,2,26,67200,1.000000000000000,1,0,0,1,1,841102,831089,沙田區,Sha Tin,*,
7417,9471,813,22.440130000000000,114.033349999999999,御景園 6座,GRAND DEL SOL,朗睛居,12/1/1997 0:00,1101,79340.899999999994179,1929.500000000000000,81270.399999999994179,12,27,46210,0.7,1,0,0,0,1,821490,833427,元朗區,Yuen Long,*,
7418,11842,760,22.421450000000000,114.233050000000006,聽濤雅苑 1期 2座,PARK BELVEDERE - PODIUM,雅景臺 - 平台,5/1/1998 0:00,882,57487.000000000000000,3235.800000000000182,60722.800000000002910,4,26,46500,0.9,1,0,0,1,0,842020,831242,沙田區,Sha Tin,*,
7419,8322,739,22.461480000000002,114.006630000000001,朗晴居 1座,KINGSWOOD VILLAS-MAYWOOD COURT,嘉湖山莊美湖居,12/1/1997 0:00,0,149667.000000000000000,251.300000000000011,149918.299999999988358,34,27,27250,0.5,1,0,0,0,1,818741,835787,元朗區,Yuen Long,*,
7420,10743,605,22.312960000000000,114.259490000000000,雅景臺 4座,KWONG YING HOUSE,廣盈閣,4/1/1998 0:00,0,50446.000000000000000,1300.000000000000000,51746.000000000000000,39,26,23890,0.9,1,0,0,0,1,844782,819333,西貢區,Sai Kung,*,
7421,9523,441,22.440600000000000,114.016859999999994,嘉湖山莊 6期 美湖居 7座,SCENIC GARDENS,御景園,12/1/1997 0:00,474,30980.900000000001455,865.899999999999977,31846.799999999999272,14,27,47000,0.7,1,0,0,0,0,819796,833469,元朗區,Yuen Long,*,
7422,8905,539,22.440310000000000,114.016630000000006,廣明苑 廣盈閣 (E座),SCENIC GARDENS,御景園,12/1/1997 0:00,474,30980.900000000001455,865.899999999999977,31846.799999999999272,14,27,47000,0.7,1,0,0,0,0,819772,833444,元朗區,Yuen Long,*,
7423,10309,485,22.439579999999999,114.032950000000000,御景園 3座,GRAND DEL SOL,朗睛居,12/1/1997 0:00,1101,79340.899999999994179,1929.500000000000000,81270.399999999994179,12,27,46210,0.7,1,0,0,0,1,821455,833361,元朗區,Yuen Long,*,
7424,10103,484,22.461240000000000,114.005539999999996,御景園 5座,KINGSWOOD VILLAS-MAYWOOD COURT,嘉湖山莊美湖居,12/1/1997 0:00,0,149667.000000000000000,251.300000000000011,149918.299999999988358,38,27,27250,0.5,1,0,0,0,1,818624,835760,元朗區,Yuen Long,*,
7425,10317,756,22.405320000000000,113.982820000000004,朗晴居 12座,NOBLE PLACE BLOCK 1,景峰豪庭第１座,2/1/1998 0:00,448,25734.799999999999272,1367.000000000000000,27101.799999999999272,30,27,25000,0.5,1,0,0,1,0,816288,829573,屯門區,Tuen Mun,*,
7426,8903,629,22.461300000000001,114.006290000000007,嘉湖山莊 6期 美湖居 4座,KINGSWOOD VILLAS-MAYWOOD COURT,嘉湖山莊美湖居,12/1/1997 0:00,0,149667.000000000000000,251.300000000000011,149918.299999999988358,37,27,27250,0.5,1,0,0,0,1,818701,835767,元朗區,Yuen Long,*,
7427,7637,508,22.461300000000001,114.006290000000007,景峰豪庭 1座,KINGSWOOD VILLAS-MAYWOOD COURT,嘉湖山莊美湖居,12/1/1997 0:00,0,149667.000000000000000,251.300000000000011,149918.299999999988358,37,27,27250,0.5,1,0,0,0,1,818701,835767,元朗區,Yuen Long,*,
7428,8871,629,22.461240000000000,114.005539999999996,嘉湖山莊 6期 美湖居 1座,KINGSWOOD VILLAS-MAYWOOD COURT,嘉湖山莊美湖居,12/1/1997 0:00,0,149667.000000000000000,251.300000000000011,149918.299999999988358,38,27,27250,0.5,1,0,0,0,1,818624,835760,元朗區,Yuen Long,*,
7429,8088,544,22.439070000000001,114.034109999999998,嘉湖山莊 6期 美湖居 2座,GRAND DEL SOL,朗睛居,12/1/1997 0:00,1101,79340.899999999994179,1929.500000000000000,81270.399999999994179,12,27,46210,1.000000000000000,1,0,0,0,1,821562,833305,元朗區,Yuen Long,*,
7430,8843,631,22.461300000000001,114.006290000000007,嘉湖山莊 6期 美湖居 4座,KINGSWOOD VILLAS-MAYWOOD COURT,嘉湖山莊美湖居,12/1/1997 0:00,0,149667.000000000000000,251.300000000000011,149918.299999999988358,37,27,27250,0.5,1,0,0,0,1,818701,835767,元朗區,Yuen Long,*,
7431,8021,748,22.341190000000001,114.202240000000003,朗晴居 7座,GALAXIA TOWER C,星河明居Ｃ座,3/1/1998 0:00,1684,107668.000000000000000,0,107668.000000000000000,45,27,55200,0.4,1,0,0,0,1,838882,822455,黃大仙區,Wong Tai Sin,*,
7432,9478,441,22.316109999999998,114.178790000000006,嘉湖山莊 6期 美湖居 3座,DRAGON VIEW BLOCK 1,御龍居第一座,6/1/1998 0:00,334,25349.099999999998545,893.000000000000000,26242.099999999998545,23,26,54000,0.8,1,0,0,1,0,836471,819678,九龍城區,Kowloon City,*,
7433,14131,593,22.461240000000000,114.005539999999996,星河明居 C座,KINGSWOOD VILLAS-MAYWOOD COURT,嘉湖山莊美湖居,12/1/1997 0:00,0,149667.000000000000000,251.300000000000011,149918.299999999988358,38,27,27250,0.5,1,0,0,0,1,818624,835760,元朗區,Yuen Long,*,
7434,15103,629,22.461300000000001,114.006290000000007,御龍居 1座,KINGSWOOD VILLAS-MAYWOOD COURT,嘉湖山莊美湖居,12/1/1997 0:00,0,149667.000000000000000,251.300000000000011,149918.299999999988358,37,27,27250,0.5,1,0,0,0,1,818701,835767,元朗區,Yuen Long,*,
7435,9154,544,22.461230000000000,114.005859999999998,嘉湖山莊 6期 美湖居 4座,KINGSWOOD VILLAS-MAYWOOD COURT,嘉湖山莊美湖居,12/1/1997 0:00,0,149667.000000000000000,251.300000000000011,149918.299999999988358,37,27,27250,0.5,1,0,0,0,1,818664,835764,元朗區,Yuen Long,*,
7436,9558,544,22.461300000000001,114.006290000000007,嘉湖山莊 6期 美湖居 2座,KINGSWOOD VILLAS-MAYWOOD COURT,嘉湖山莊美湖居,12/1/1997 0:00,0,149667.000000000000000,251.300000000000011,149918.299999999988358,37,27,27250,0.5,1,0,0,0,1,818701,835767,元朗區,Yuen Long,*,
7437,8639,544,22.405320000000000,113.982820000000004,嘉湖山莊 6期 美湖居 5座,NOBLE PLACE BLOCK 1,景峰豪庭第１座,2/1/1998 0:00,448,25734.799999999999272,1367.000000000000000,27101.799999999999272,30,27,25000,0.5,1,0,0,1,0,816288,829573,屯門區,Tuen Mun,*,
7438,8455,544,22.461300000000001,114.006290000000007,嘉湖山莊 6期 美湖居 3座,KINGSWOOD VILLAS-MAYWOOD COURT,嘉湖山莊美湖居,12/1/1997 0:00,0,149667.000000000000000,251.300000000000011,149918.299999999988358,37,27,27250,0.5,1,0,0,0,1,818701,835767,元朗區,Yuen Long,*,
7439,9842,508,22.282789999999999,114.130709999999993,景峰豪庭 1座,TAI PAK CERRENCE,太白居,11/1/1997 0:00,45,2046.500000000000000,0,2046.500000000000000,12,27,40000,0.1,1,0,0,1,0,831513,815995,中西區,Central and Western,*,
7440,10204,441,22.461300000000001,114.006290000000007,嘉湖山莊 6期 美湖居 8座,KINGSWOOD VILLAS-MAYWOOD COURT,嘉湖山莊美湖居,12/1/1997 0:00,0,149667.000000000000000,251.300000000000011,149918.299999999988358,37,27,27250,0.5,1,0,0,0,1,818701,835767,元朗區,Yuen Long,*,
7441,17530,405,22.461300000000001,114.006290000000007,太白居,KINGSWOOD VILLAS-MAYWOOD COURT,嘉湖山莊美湖居,12/1/1997 0:00,0,149667.000000000000000,251.300000000000011,149918.299999999988358,37,27,27250,0.5,1,0,0,0,1,818701,835767,元朗區,Yuen Long,*,
7442,8272,544,22.341349999999998,114.201920000000001,嘉湖山莊 6期 美湖居 3座,GALAXIA TOWER D,星河明居Ｄ座,3/1/1998 0:00,1684,107668.000000000000000,0,107668.000000000000000,45,27,55200,0.05,1,0,0,0,1,838850,822477,黃大仙區,Wong Tai Sin,*,
7443,8786,544,22.439209999999999,114.033649999999994,嘉湖山莊 6期 美湖居 3座,GRAND DEL SOL,朗睛居,12/1/1997 0:00,1101,79340.899999999994179,1929.500000000000000,81270.399999999994179,13,27,46210,0.9,1,0,0,0,1,821521,833320,元朗區,Yuen Long,*,
7444,17706,593,22.358920000000001,114.124650000000003,星河明居 D座,HIBISCUS PARK BLOCK 2,芊紅居第二座,8/1/1998 0:00,0,25190.400000000001455,175.300000000000011,25365.700000000000728,37,26,38360,0.6,1,0,0,0,0,830889,824423,葵青區,Kwai Tsing,*,
7445,9201,739,22.452900000000000,114.008049999999997,朗晴居 9座,TIN LAI COURT,天麗苑,8/1/1997 0:00,0,41400.000000000000000,1828.299999999999955,43228.300000000002910,39,27,17670,0.6,1,0,0,0,0,818891,834839,元朗區,Yuen Long,*,
7446,13820,424,22.461300000000001,114.006290000000007,芊紅居 2座,KINGSWOOD VILLAS-MAYWOOD COURT,嘉湖山莊美湖居,12/1/1997 0:00,0,149667.000000000000000,251.300000000000011,149918.299999999988358,37,27,27250,0.5,1,0,0,0,1,818701,835767,元朗區,Yuen Long,*,
7447,8429,433,22.316289999999999,114.178449999999998,天麗苑,DRAGON VIEW BLOCK 2,御龍居第二座,6/1/1998 0:00,334,25349.099999999998545,893.000000000000000,26242.099999999998545,26,26,54000,0.9,0,0,0,0,0,836430,819701,九龍城區,Kowloon City,*,
7448,10204,441,22.439579999999999,114.032950000000000,嘉湖山莊 6期 美湖居 8座,GRAND DEL SOL,朗睛居,12/1/1997 0:00,1101,79340.899999999994179,1929.500000000000000,81270.399999999994179,12,27,46210,0.7,1,0,0,0,1,821455,833361,元朗區,Yuen Long,*,
7449,16808,564,22.405320000000000,113.982820000000004,御龍居 2座,NOBLE PLACE BLOCK 1,景峰豪庭第１座,2/1/1998 0:00,448,25734.799999999999272,1367.000000000000000,27101.799999999999272,30,27,25000,0.5,1,0,0,1,0,816288,829573,屯門區,Tuen Mun,*,
7450,8092,739,22.401560000000000,113.974440000000001,朗晴居 12座,CHELSEA HEIGHTS BLOCK 3,卓爾居第３座,7/1/1998 0:00,792,50176.000000000000000,5651.500000000000000,55827.500000000000000,38,26,45450,0.05,1,0,0,0,1,815423,829157,屯門區,Tuen Mun,*,
7451,10000,520,22.440049999999999,114.016679999999994,景峰豪庭 1座,SCENIC GARDENS,御景園,12/1/1997 0:00,474,30980.900000000001455,865.899999999999977,31846.799999999999272,14,27,47000,0.8,1,0,0,0,0,819777,833411,元朗區,Yuen Long,*,
7452,11545,511,22.440130000000000,114.033349999999999,卓爾居 1期 3座,GRAND DEL SOL,朗睛居,12/1/1997 0:00,1101,79340.899999999994179,1929.500000000000000,81270.399999999994179,12,27,46210,0.7,1,0,0,0,1,821490,833427,元朗區,Yuen Long,*,
7453,9756,492,22.439070000000001,114.032950000000000,御景園 6座,GRAND DEL SOL,朗睛居,12/1/1997 0:00,1101,79340.899999999994179,1929.500000000000000,81270.399999999994179,12,27,46210,0.8,1,0,0,0,1,821448,833311,元朗區,Yuen Long,*,
7454,9201,739,22.461300000000001,114.006290000000007,朗晴居 1座,KINGSWOOD VILLAS-MAYWOOD COURT,嘉湖山莊美湖居,12/1/1997 0:00,0,149667.000000000000000,251.300000000000011,149918.299999999988358,37,27,27250,0.5,1,0,0,0,1,818701,835767,元朗區,Yuen Long,*,
7455,9331,748,22.439930000000000,114.033900000000003,朗晴居 11座,GRAND DEL SOL,朗睛居,12/1/1997 0:00,1101,79340.899999999994179,1929.500000000000000,81270.399999999994179,12,27,46210,0.8,1,0,0,0,1,821540,833400,元朗區,Yuen Long,*,
7456,8346,623,22.376460000000002,114.111040000000003,嘉湖山莊 6期 美湖居 6座,DISCOVERY PARK BLOCK 3,愉景新城第３座,4/1/1997 0:00,1120,71036.699999999997090,60826.099999999998545,131862.799999999988358,44,27,46830,0.7,1,0,0,0,1,829485,826359,荃灣區,Tsuen Wan,*,
7457,8691,573,22.376190000000001,114.111059999999995,朗晴居 3座,DISCOVERY PARK BLOCK 2,愉景新城第２座,4/1/1997 0:00,1120,71036.699999999997090,60826.099999999998545,131862.799999999988358,44,27,46830,0.7,1,0,0,0,1,829486,826329,荃灣區,Tsuen Wan,*,
7458,12458,602,22.310250000000000,114.262270000000001,愉景新城 3期 9座,BEVERLY GARDEN BLOCK 7,富康花園第七座,7/1/1998 0:00,3966,231560.000000000000000,5806.500000000000000,237366.500000000000000,41,26,32710,0.4,1,0,0,0,1,845064,819032,西貢區,Sai Kung,*,
7459,12713,645,22.440049999999999,114.016679999999994,愉景新城 2期 5座,SCENIC GARDENS,御景園,12/1/1997 0:00,474,30980.900000000001455,865.899999999999977,31846.799999999999272,14,27,47000,0.8,1,0,0,0,0,819777,833411,元朗區,Yuen Long,*,
7460,8004,431,22.420300000000001,114.224100000000007,富康花園 7座,VISTA PARADISO - PODIUM,聽濤雅苑 - 平台,7/1/1998 0:00,1012,85885.600000000005821,9383.700000000000728,95269.300000000002910,2,26,67200,1.000000000000000,1,0,0,1,1,841102,831089,沙田區,Sha Tin,*,
7461,12742,485,22.376460000000002,114.111040000000003,御景園 6座,DISCOVERY PARK BLOCK 3,愉景新城第３座,4/1/1997 0:00,1120,71036.699999999997090,60826.099999999998545,131862.799999999988358,44,27,46830,0.7,1,0,0,0,1,829485,826359,荃灣區,Tsuen Wan,*,
7462,13324,788,22.376190000000001,114.111059999999995,聽濤雅苑 1期 11座,DISCOVERY PARK BLOCK 2,愉景新城第２座,4/1/1997 0:00,1120,71036.699999999997090,60826.099999999998545,131862.799999999988358,44,27,46830,0.7,1,0,0,0,1,829486,826329,荃灣區,Tsuen Wan,*,
7463,13191,658,22.376460000000002,114.111040000000003,愉景新城 3期 10座,DISCOVERY PARK BLOCK 3,愉景新城第３座,4/1/1997 0:00,1120,71036.699999999997090,60826.099999999998545,131862.799999999988358,44,27,46830,0.7,1,0,0,0,1,829485,826359,荃灣區,Tsuen Wan,*,
7464,14883,645,22.376460000000002,114.111040000000003,愉景新城 2期 8座,DISCOVERY PARK BLOCK 3,愉景新城第３座,4/1/1997 0:00,1120,71036.699999999997090,60826.099999999998545,131862.799999999988358,44,27,46830,0.7,1,0,0,0,1,829485,826359,荃灣區,Tsuen Wan,*,
7465,12292,602,22.420300000000001,114.224100000000007,愉景新城 3期 9座,VISTA PARADISO - PODIUM,聽濤雅苑 - 平台,7/1/1998 0:00,1012,85885.600000000005821,9383.700000000000728,95269.300000000002910,2,26,67200,1.000000000000000,1,0,0,1,1,841102,831089,沙田區,Sha Tin,*,
7466,13190,652,22.361809999999998,114.105699999999999,愉景新城 3期 9座,VILLA ESPLANADA BLOCK 1,灝景灣第１座,1/1/1998 0:00,792,60654.000000000000000,13594.000000000000000,74248.000000000000000,41,27,67050,4.000000000000000,1,0,0,0,1,828946,824736,葵青區,Kwai Tsing,*,
7467,11596,733,22.361809999999998,114.105699999999999,聽濤雅苑 1期 3座,VILLA ESPLANADA BLOCK 1,灝景灣第１座,1/1/1998 0:00,792,60654.000000000000000,13594.000000000000000,74248.000000000000000,41,27,67050,4.000000000000000,1,0,0,0,1,828946,824736,葵青區,Kwai Tsing,*,
7468,13069,658,22.440239999999999,114.032880000000006,灝景灣 1期 2座,GRAND DEL SOL,朗睛居,12/1/1997 0:00,1101,79340.899999999994179,1929.500000000000000,81270.399999999994179,12,27,46210,0.7,1,0,0,0,1,821446,833427,元朗區,Yuen Long,*,
7469,15015,666,22.361809999999998,114.105699999999999,灝景灣 1期 1座,VILLA ESPLANADA BLOCK 1,灝景灣第１座,1/1/1998 0:00,792,60654.000000000000000,13594.000000000000000,74248.000000000000000,41,27,67050,4.000000000000000,1,0,0,0,1,828946,824736,葵青區,Kwai Tsing,*,
7470,7983,739,22.420300000000001,114.224100000000007,朗晴居 15座,VISTA PARADISO - PODIUM,聽濤雅苑 - 平台,7/1/1998 0:00,1012,85885.600000000005821,9383.700000000000728,95269.300000000002910,2,26,67200,1.000000000000000,1,0,0,1,1,841102,831089,沙田區,Sha Tin,*,
7471,14234,666,22.309940000000001,114.262469999999993,灝景灣 1期 2座,BEVERLY GARDEN BLOCK 6,富康花園第六座,7/1/1998 0:00,3966,231560.000000000000000,5806.500000000000000,237366.500000000000000,41,26,32710,0.4,1,0,0,0,1,845089,818999,西貢區,Sai Kung,*,
7472,12653,490,22.361809999999998,114.105699999999999,聽濤雅苑 1期 11座,VILLA ESPLANADA BLOCK 1,灝景灣第１座,1/1/1998 0:00,792,60654.000000000000000,13594.000000000000000,74248.000000000000000,41,27,67050,4.000000000000000,1,0,0,0,1,828946,824736,葵青區,Kwai Tsing,*,
7473,8987,484,22.376460000000002,114.111040000000003,富康花園 6座,DISCOVERY PARK BLOCK 3,愉景新城第３座,4/1/1997 0:00,1120,71036.699999999997090,60826.099999999998545,131862.799999999988358,44,27,46830,0.7,1,0,0,0,1,829485,826359,荃灣區,Tsuen Wan,*,
7474,15957,658,22.307919999999999,114.192030000000003,灝景灣 1期 3座,LAGUNA VERDE TOWER 4,海逸豪園第四座,3/1/1998 0:00,743,55324.699999999997090,3281.800000000000182,58606.500000000000000,22,27,60000,0.6,1,0,0,0,1,837830,818773,九龍城區,Kowloon City,*,
7475,12976,477,22.376460000000002,114.111040000000003,愉景新城 3期 12座,DISCOVERY PARK BLOCK 3,愉景新城第３座,4/1/1997 0:00,1120,71036.699999999997090,60826.099999999998545,131862.799999999988358,44,27,46830,0.7,1,0,0,0,1,829485,826359,荃灣區,Tsuen Wan,*,
7476,14021,833,22.376190000000001,114.111059999999995,海逸豪園 1期 綠庭軒 4座,DISCOVERY PARK BLOCK 2,愉景新城第２座,4/1/1997 0:00,1120,71036.699999999997090,60826.099999999998545,131862.799999999988358,44,27,46830,0.7,1,0,0,0,1,829486,826329,荃灣區,Tsuen Wan,*,
