OID_,PerSqFeet,Area,lat,lon,Building,NAME_ENG,NAME_CHT,OP_YRM,FLAT_NO,DGFA,NDGFA,TOTAL,BD_STOREY,Year,Income2016,WalkDis,Lift,SDU_cat,Potential,Management,MajorEstat,Easting,Northing,dc_chi,dc_eng,SDU_IND
5500,13539,517,22.306010000000001,114.227549999999994,麗港城 1期 17座,LAGUNA CITY BLOCK 16,麗港城第十六座,12/1/1990 0:00,0,15174.200000000000728,0,15174.200000000000728,26,34,60000,0.7,1,0,0,0,1,841491,818563,觀塘區,Kwun Tong,*
5501,8695,598,22.367260000000002,114.063820000000007,海韻臺,RHINE TERRACE,海韻臺,7/1/1992 0:00,212,16606.000000000000000,0,16606.000000000000000,33,32,44800,0,1,0,0,0,0,824624,825351,荃灣區,Tsuen Wan,*
5502,13194,720,22.305830000000000,114.233639999999994,匯景花園 9座,SCENEWAY GARDEN BLOCK 9,滙景花園第九座,12/1/1991 0:00,2016,264558.000000000000000,40116.699999999997090,304674.700000000011642,33,33,65660,0.3,1,0,0,0,1,842118,818542,觀塘區,Kwun Tong,*
5503,10874,469,22.348939999999999,114.126589999999993,賢麗苑 賢德閣 (B座),YIN TAK HOUSE,賢德閣,11/1/1991 0:00,280,15652.000000000000000,0,15652.000000000000000,39,33,15000,0.05,1,0,0,0,0,831088,823307,葵青區,Kwai Tsing,*
5504,8759,645,22.421939999999999,114.235979999999998,錦英苑 錦悅閣 (G座),KAM YUET HOUSE,錦英苑Ｇ座,11/1/1991 0:00,350,21322.000000000000000,59.000000000000000,21381.000000000000000,36,33,27900,1.500000000000000,1,0,0,0,1,842352,831403,沙田區,Sha Tin,*
5505,14006,614,22.307259999999999,114.234039999999993,匯景花園 5座,SCENEWAY GARDEN BLOCK 5,匯景花園第五座,12/1/1991 0:00,2016,264558.000000000000000,40116.699999999997090,304674.700000000011642,40,33,56500,0.05,1,0,0,0,1,842160,818701,觀塘區,Kwun Tong,*
5506,7247,545,22.294499999999999,114.021789999999996,愉景灣 4期蘅峰蘅安徑 曦欣閣,TWILIGHT COURT,曦欣閣,4/1/1992 0:00,0,26343.599999999998545,0,26343.599999999998545,18,32,57000,5.000000000000000,1,0,0,0,1,820289,817298,離島區,Islands,*
5507,8531,504,22.349219999999999,114.126639999999995,賢麗苑 賢光閣 (A座),YIN KWONG HOUSE,賢光閣,11/1/1991 0:00,280,15652.000000000000000,41.399999999999999,15693.399999999999636,39,33,15000,0.05,1,0,0,1,0,831092,823340,葵青區,Kwai Tsing,*
5508,7939,592,22.384540000000001,113.973540000000000,翠寧花園 2座,TSUI NING GARDEN BLOCK 2,翠寧花園第２座,9/1/1991 0:00,2000,123632.000000000000000,3965.500000000000000,127597.500000000000000,36,33,28800,0.05,1,0,0,1,1,815328,827263,屯門區,Tuen Mun,*
5509,9082,545,22.294499999999999,114.021789999999996,愉景灣 4期蘅峰蘅安徑 曦欣閣,TWILIGHT COURT,曦欣閣,4/1/1992 0:00,0,26343.599999999998545,0,26343.599999999998545,18,32,57000,5.000000000000000,1,0,0,0,1,820289,817298,離島區,Islands,*
5510,10855,479,22.441569999999999,114.028469999999999,富達廣場 A座,MANHATTAN PLAZA,富達廣場,10/1/1991 0:00,0,28184.000000000000000,6401.800000000000182,34585.800000000002910,32,33,24490,0.4,1,0,0,0,0,820992,833579,元朗區,Yuen Long,*
5511,11644,687,22.305000000000000,114.228489999999994,麗港城 3期 32座,LAGUNA CITY BLOCK 34,麗港城第三十四座,2/1/1992 0:00,1504,106963.000000000000000,5984.500000000000000,112947.500000000000000,27,33,63740,0.5,1,0,0,0,1,841588,818451,觀塘區,Kwun Tong,*
5512,9306,548,22.453160000000000,114.000079999999997,嘉湖山莊 1期 樂湖居 13座,KINGSWOOD VILLAS-LOCWOOD COURT,嘉湖山莊樂湖居,8/1/1992 0:00,1736,117439.000000000000000,7914.000000000000000,125353.000000000000000,37,32,28940,0.05,1,0,0,0,1,818070,834868,元朗區,Yuen Long,*
5513,8606,567,22.371590000000001,113.971059999999994,慧豐園 4座,MARINA GARDEN BLOCK 4,慧豐園４座,11/1/1991 0:00,1000,62999.099999999998545,3239.199999999999818,66238.300000000002910,33,33,36000,0.5,1,0,0,0,0,815071,825835,屯門區,Tuen Mun,*
5514,12727,440,22.453959999999999,114.159710000000004,太湖花園 1期 3座,SERENITY PARK II BLOCK 16,太湖花園第二期第十六座,12/1/1994 0:00,491,27044.500000000000000,985.100000000000023,28029.599999999998545,23,30,38000,2.000000000000000,1,0,0,0,1,834498,834946,大埔區,Tai Po,*
5515,16923,507,22.330169999999999,114.174599999999998,富寧苑,HUNITY GARDEN,富寧苑,1/1/1992 0:00,15,1002.700000000000045,0,1002.700000000000045,4,33,86290,0.8,0,0,0,1,0,836032,821238,深水埗區,Sham Shui Po,*
5516,10224,401,22.420890000000000,114.235209999999995,錦英苑 錦義閣 (K座),KAM YEE HOUSE,錦義閣,11/1/1991 0:00,350,21322.000000000000000,24.000000000000000,21346.000000000000000,36,33,27900,2.000000000000000,1,0,0,0,1,842293,831284,沙田區,Sha Tin,*
5517,11006,636,22.441140000000001,114.028940000000006,富達廣場 C座,MANHATTAN PLAZA,富達廣場,10/1/1991 0:00,0,28184.000000000000000,6401.800000000000182,34585.800000000002910,32,33,24490,0.4,1,0,0,0,0,821039,833533,元朗區,Yuen Long,*
5518,15230,629,22.245059999999999,114.147880000000001,海怡半島 1 期 海昇閣 (1座),SOUTH HORIZONS PHASE I TOWER 1 HOI SING COURT,海怡半島一期 第1座 海昇閣,11/1/1991 0:00,1472,102637.000000000000000,1377.500000000000000,104014.500000000000000,44,33,70000,0.3,1,0,0,0,1,833279,811817,南區,Southern,*
5519,13345,532,22.245059999999999,114.147880000000001,海怡半島 1 期 海昇閣 (1座),SOUTH HORIZONS PHASE I TOWER 1 HOI SING COURT,海怡半島一期 第1座 海昇閣,11/1/1991 0:00,1472,102637.000000000000000,1377.500000000000000,104014.500000000000000,44,33,70000,0.3,1,0,0,0,1,833279,811817,南區,Southern,*
5520,12040,598,22.244740000000000,114.146929999999998,海怡半島 1 期 海韻閣 (4座),SOUTH HORIZONS PHASE I TOWER 4 HOI WAN COURT,海怡半島一期 第4座 海韻閣,11/1/1991 0:00,1472,102637.000000000000000,1377.500000000000000,104014.500000000000000,39,33,70000,0.3,1,0,0,0,1,833189,811779,南區,Southern,*
5521,13176,721,22.244740000000000,114.146929999999998,海怡半島 1 期 海韻閣 (4座),SOUTH HORIZONS PHASE I TOWER 4 HOI WAN COURT,海怡半島一期 第4座 海韻閣,11/1/1991 0:00,1472,102637.000000000000000,1377.500000000000000,104014.500000000000000,39,33,70000,0.3,1,0,0,0,1,833189,811779,南區,Southern,*
5522,13606,610,22.244750000000000,114.147350000000003,海怡半島 1 期 海雅閣 (3座),SOUTH HORIZONS PHASE I TOWER 3 HOI NGAR COURT,海怡半島一期 第3座 海雅閣,11/1/1991 0:00,1472,102637.000000000000000,1377.500000000000000,104014.500000000000000,39,33,70000,0.3,1,0,0,0,1,833224,811781,南區,Southern,*
5523,12713,527,22.244650000000000,114.147859999999994,海怡半島 1 期 海暉閣 (2座),SOUTH HORIZONS PHASE I TOWER 2 HOI FAI COURT,海怡半島一期 第2座 海暉閣,11/1/1991 0:00,1472,102637.000000000000000,1377.500000000000000,104014.500000000000000,44,33,70000,0.2,1,0,0,0,1,833278,811769,南區,Southern,*
5524,14937,636,22.245059999999999,114.147880000000001,海怡半島 1 期 海昇閣 (1座),SOUTH HORIZONS PHASE I TOWER 1 HOI SING COURT,海怡半島一期 第1座 海昇閣,11/1/1991 0:00,1472,102637.000000000000000,1377.500000000000000,104014.500000000000000,44,33,70000,0.3,1,0,0,0,1,833279,811817,南區,Southern,*
5525,10123,484,22.353590000000001,114.107550000000003,海悅花園 1座,SERENE GARDEN BLOCK 1,海悅花園１座,12/1/1991 0:00,840,48935.199999999997090,0,48935.199999999997090,33,33,27200,3.000000000000000,1,0,0,0,0,829131,823832,葵青區,Kwai Tsing,*
5526,9509,550,22.356050000000000,114.104460000000003,偉景花園 1座,BROADVIEW GARDEN BLOCK 1,偉景花園第１座,12/1/1991 0:00,1776,104458.600000000005821,1752.700000000000045,106211.300000000002910,34,33,31470,4.000000000000000,1,0,0,0,1,828812,824094,葵青區,Kwai Tsing,*
5527,10508,590,22.353619999999999,114.107979999999998,海悅花園 2座,SERENE GARDEN BLOCK 2,海悅花園２座,12/1/1991 0:00,840,48935.199999999997090,0,48935.199999999997090,33,33,27200,3.000000000000000,1,0,0,0,0,829165,823835,葵青區,Kwai Tsing,*
5528,8005,687,22.356050000000000,114.104460000000003,偉景花園 1座,BROADVIEW GARDEN BLOCK 1,偉景花園第１座,12/1/1991 0:00,1776,104458.600000000005821,1752.700000000000045,106211.300000000002910,34,33,31470,4.000000000000000,1,0,0,0,1,828812,824094,葵青區,Kwai Tsing,*
5529,10573,610,22.369540000000001,114.099080000000001,灣景花園 3座,BAYVIEW GARDEN BLOCK 3,灣景花園第３座,6/1/1992 0:00,480,91628.500000000000000,8754.000000000000000,100382.500000000000000,35,32,58490,1.500000000000000,1,0,0,0,1,828255,825593,荃灣區,Tsuen Wan,*
5530,12377,614,22.307800000000000,114.233570000000000,匯景花園 3座,SCENEWAY GARDEN BLOCK 3,匯景花園第三座,12/1/1991 0:00,2016,264558.000000000000000,40116.699999999997090,304674.700000000011642,40,33,56500,0.05,1,0,0,0,1,842110,818760,觀塘區,Kwun Tong,*
5531,12236,760,22.370010000000001,114.100009999999997,灣景花園 5座,BAYVIEW GARDEN BLOCK 5,灣景花園第５座,6/1/1992 0:00,480,91628.500000000000000,8754.000000000000000,100382.500000000000000,35,32,58490,1.500000000000000,1,0,0,0,1,828351,825647,荃灣區,Tsuen Wan,*
5532,11718,512,22.490539999999999,114.141090000000005,粉嶺中心 2期 H座,FANLING CENTRE - PODIUM,粉嶺中心 - 平台,12/1/1990 0:00,1400,71925.000000000000000,3877.000000000000000,75802.000000000000000,3,34,31000,0.7,1,0,0,0,1,832583,839080,北區,North,*
5533,11347,527,22.441210000000002,114.025109999999998,怡豐花園 A座,YEE FUNG GARDEN,怡豐花園,5/1/1992 0:00,528,24802.799999999999272,3438.599999999999909,28241.400000000001455,36,32,27380,0.5,1,0,0,0,0,820645,833544,元朗區,Yuen Long,*
5534,12631,760,22.369840000000000,114.099630000000005,灣景花園 4座,BAYVIEW GARDEN BLOCK 4,灣景花園第４座,6/1/1992 0:00,480,91628.500000000000000,8754.000000000000000,100382.500000000000000,35,32,58490,1.500000000000000,1,0,0,0,1,828312,825627,荃灣區,Tsuen Wan,*
5535,11764,510,22.491080000000000,114.141270000000006,粉嶺中心 2期 K座,FANLING CENTRE - PODIUM,粉嶺中心 - 平台,12/1/1990 0:00,1400,71925.000000000000000,3877.000000000000000,75802.000000000000000,3,34,31000,0.7,1,0,0,0,1,832583,839080,北區,North,*
5536,9898,687,22.356660000000002,114.103610000000003,偉景花園 5座,BROADVIEW GARDEN BLOCK 5,偉景花園第５座,12/1/1991 0:00,1776,104458.600000000005821,1752.700000000000045,106211.300000000002910,34,33,31470,4.000000000000000,1,0,0,0,1,828716,824176,葵青區,Kwai Tsing,*
5537,9836,610,22.368919999999999,114.098579999999998,灣景花園 1座,BAYVIEW GARDEN BLOCK 1,灣景花園第１座,6/1/1992 0:00,480,91628.500000000000000,8754.000000000000000,100382.500000000000000,35,32,58490,1.500000000000000,1,0,0,0,1,828203,825527,荃灣區,Tsuen Wan,*
5538,11836,708,22.369230000000002,114.098830000000007,灣景花園 2座,BAYVIEW GARDEN BLOCK 2,灣景花園第２座,6/1/1992 0:00,480,91628.500000000000000,8754.000000000000000,100382.500000000000000,35,32,58490,1.500000000000000,1,0,0,0,1,828229,825560,荃灣區,Tsuen Wan,*
5539,12104,537,22.306989999999999,114.234279999999998,匯景花園 6座,SCENEWAY GARDEN BLOCK 6,匯景花園第六座,12/1/1991 0:00,2016,264558.000000000000000,40116.699999999997090,304674.700000000011642,40,33,56500,0.1,1,0,0,0,1,842185,818671,觀塘區,Kwun Tong,*
5540,12500,760,22.369540000000001,114.099080000000001,灣景花園 3座,BAYVIEW GARDEN BLOCK 3,灣景花園第３座,6/1/1992 0:00,480,91628.500000000000000,8754.000000000000000,100382.500000000000000,35,32,58490,1.500000000000000,1,0,0,0,1,828255,825593,荃灣區,Tsuen Wan,*
5541,13888,720,22.307340000000000,114.232320000000001,匯景花園 15座,SCENEWAY GARDEN BLOCK 15,匯景花園第十五座,12/1/1991 0:00,2016,264558.000000000000000,40116.699999999997090,304674.700000000011642,33,33,65660,0.05,1,0,0,0,1,841983,818708,觀塘區,Kwun Tong,*
5542,10967,465,22.490890000000000,114.141499999999994,粉嶺中心 2期 J座,FANLING CENTRE - PODIUM,粉嶺中心 - 平台,12/1/1990 0:00,1400,71925.000000000000000,3877.000000000000000,75802.000000000000000,3,34,31000,0.7,1,0,0,0,1,832583,839080,北區,North,*
5543,12276,448,22.500959999999999,114.131979999999999,上水名都 柏林閣 (1座),SHEUNG SHUI TOWN CENTER - PODIUM,上水名都 - 平台,8/1/1992 0:00,780,34888.000000000000000,31012.000000000000000,65900.000000000000000,3,32,26000,0.5,1,0,0,1,0,831580,840169,北區,North,*
5544,11588,535,22.490539999999999,114.141090000000005,粉嶺中心 2期 H座,FANLING CENTRE - PODIUM,粉嶺中心 - 平台,12/1/1990 0:00,1400,71925.000000000000000,3877.000000000000000,75802.000000000000000,3,34,31000,0.7,1,0,0,0,1,832583,839080,北區,North,*
5545,19083,524,22.267560000000000,114.185710000000000,名仕花園,MALIBU GARDEN,名仕花園,11/1/1991 0:00,150,8936.100000000000364,0,8936.100000000000364,34,33,51000,2.000000000000000,1,0,0,1,0,837183,814309,灣仔區,Wan Chai,*
5546,12761,431,22.424969999999998,114.228769999999997,福安花園 1座,FOK ON GARDEN - PODIUM,福安花園 - 平台,5/1/1992 0:00,600,34820.000000000000000,3629.000000000000000,38449.000000000000000,2,32,54160,0.4,1,0,0,1,0,841612,831734,沙田區,Sha Tin,*
5547,9177,401,22.422689999999999,114.236590000000007,錦英苑 錦達閣 (E座),KAM DAT HOUSE,錦達閣,10/1/1991 0:00,350,21322.000000000000000,24.000000000000000,21346.000000000000000,36,33,27900,1.500000000000000,1,0,0,0,1,842419,831485,沙田區,Sha Tin,*
5548,11527,720,22.305830000000000,114.233639999999994,匯景花園 9座,SCENEWAY GARDEN BLOCK 9,滙景花園第九座,12/1/1991 0:00,2016,264558.000000000000000,40116.699999999997090,304674.700000000011642,33,33,65660,0.3,1,0,0,0,1,842118,818542,觀塘區,Kwun Tong,*
5549,8888,549,22.451339999999998,114.000029999999995,嘉湖山莊 1期 樂湖居 5座,KINGSWOOD VILLAS-LOCWOOD COURT,嘉湖山莊樂湖居,12/1/1991 0:00,1736,110715.000000000000000,3718.500000000000000,114433.500000000000000,30,33,28940,0.3,1,0,0,0,1,818065,834666,元朗區,Yuen Long,*
5550,13552,760,22.369840000000000,114.099630000000005,灣景花園 4座,BAYVIEW GARDEN BLOCK 4,灣景花園第４座,6/1/1992 0:00,480,91628.500000000000000,8754.000000000000000,100382.500000000000000,35,32,58490,1.500000000000000,1,0,0,0,1,828312,825627,荃灣區,Tsuen Wan,*
5551,9589,657,22.495640000000002,114.132050000000007,欣翠花園 3座,CHEERFUL PARK - PODIUM,欣翠花園 - 平台,4/1/1992 0:00,364,23738.599999999998545,2698.099999999999909,26436.700000000000728,2,32,43000,1.000000000000000,1,0,0,1,0,831601,839608,北區,North,*
5552,12998,537,22.308060000000001,114.233350000000002,匯景花園 2座,SCENEWAY GARDEN BLOCK 2,滙景花園第二座,12/1/1991 0:00,2016,264558.000000000000000,40116.699999999997090,304674.700000000011642,40,33,56500,0.05,1,0,0,0,1,842088,818789,觀塘區,Kwun Tong,*
5553,12508,614,22.307590000000001,114.232089999999999,匯景花園 16座,SCENEWAY GARDEN BLOCK 16,匯景花園第十六座,12/1/1991 0:00,2016,264558.000000000000000,40116.699999999997090,304674.700000000011642,33,33,65660,0.05,1,0,0,0,1,841959,818737,觀塘區,Kwun Tong,*
5554,12500,720,22.307340000000000,114.232320000000001,匯景花園 15座,SCENEWAY GARDEN BLOCK 15,匯景花園第十五座,12/1/1991 0:00,2016,264558.000000000000000,40116.699999999997090,304674.700000000011642,33,33,65660,0.05,1,0,0,0,1,841983,818708,觀塘區,Kwun Tong,*
5555,10699,701,22.496050000000000,114.131519999999995,欣翠花園 1座,CHEERFUL PARK - PODIUM,欣翠花園 - 平台,4/1/1992 0:00,364,23738.599999999998545,2698.099999999999909,26436.700000000000728,2,32,43000,1.000000000000000,1,0,0,1,0,831601,839608,北區,North,*
5556,13921,431,22.424790000000002,114.233289999999997,富輝花園 1座,FU FAI GARDEN - PODIUM,富輝花園 - 平台,11/1/1991 0:00,520,29630.000000000000000,3522.000000000000000,33152.000000000000000,2,33,30850,0.3,1,0,0,1,0,842079,831714,沙田區,Sha Tin,*
5557,11363,748,22.305000000000000,114.228489999999994,麗港城 3期 38座,LAGUNA CITY BLOCK 34,麗港城第三十四座,2/1/1992 0:00,1504,106963.000000000000000,5984.500000000000000,112947.500000000000000,27,33,63740,0.5,1,0,0,0,1,841588,818451,觀塘區,Kwun Tong,*
5558,11581,708,22.369230000000002,114.098830000000007,灣景花園 2座,BAYVIEW GARDEN BLOCK 2,灣景花園第２座,6/1/1992 0:00,480,91628.500000000000000,8754.000000000000000,100382.500000000000000,35,32,58490,1.500000000000000,1,0,0,0,1,828229,825560,荃灣區,Tsuen Wan,*
5559,9362,533,22.490890000000000,114.141499999999994,粉嶺中心 2期 J座,FANLING CENTRE - PODIUM,粉嶺中心 - 平台,12/1/1990 0:00,1400,71925.000000000000000,3877.000000000000000,75802.000000000000000,3,34,31000,0.7,1,0,0,0,1,832583,839080,北區,North,*
5560,11644,687,22.356050000000000,114.104460000000003,偉景花園 1座,BROADVIEW GARDEN BLOCK 1,偉景花園第１座,12/1/1991 0:00,1776,104458.600000000005821,1752.700000000000045,106211.300000000002910,34,33,31470,4.000000000000000,1,0,0,0,1,828812,824094,葵青區,Kwai Tsing,*
5561,6666,645,22.420890000000000,114.235619999999997,錦英苑 錦耀閣 (J座),KAM YIU HOUSE,錦耀閣,11/1/1991 0:00,350,21322.000000000000000,24.000000000000000,21346.000000000000000,36,33,27900,2.000000000000000,1,0,0,0,1,842323,831285,沙田區,Sha Tin,*
5562,12340,517,22.305000000000000,114.228489999999994,麗港城 3期 34座,LAGUNA CITY BLOCK 34,麗港城第三十四座,2/1/1992 0:00,1504,106963.000000000000000,5984.500000000000000,112947.500000000000000,27,33,63740,0.5,1,0,0,0,1,841588,818451,觀塘區,Kwun Tong,*
5563,9471,549,22.277830000000002,114.178049999999999,怡康大廈,YEE HONG BUILDING,怡康大廈,12/1/1984 0:00,42,1660.900000000000091,440.800000000000011,2101.699999999999818,22,40,35000,0.5,1,0,0,1,0,836390,815433,灣仔區,Wan Chai,*
5564,9476,401,22.422689999999999,114.236590000000007,錦英苑 錦達閣 (E座),KAM DAT HOUSE,錦達閣,10/1/1991 0:00,350,21322.000000000000000,24.000000000000000,21346.000000000000000,36,33,27900,1.500000000000000,1,0,0,0,1,842419,831485,沙田區,Sha Tin,*
5565,9320,633,22.452520000000000,113.999870000000001,嘉湖山莊 1期 樂湖居 11座,KINGSWOOD VILLAS-LOCWOOD COURT,嘉湖山莊樂湖居,8/1/1992 0:00,1736,117439.000000000000000,7914.000000000000000,125353.000000000000000,34,32,28940,0.3,1,0,0,0,1,818044,834803,元朗區,Yuen Long,*
5566,12674,718,22.305830000000000,114.233639999999994,匯景花園 9座,SCENEWAY GARDEN BLOCK 9,滙景花園第九座,12/1/1991 0:00,2016,264558.000000000000000,40116.699999999997090,304674.700000000011642,33,33,65660,0.3,1,0,0,0,1,842118,818542,觀塘區,Kwun Tong,*
5567,13029,614,22.307079999999999,114.232540000000000,匯景花園 14座,SCENEWAY GARDEN BLOCK 14,匯景花園第十四座,12/1/1991 0:00,2016,264558.000000000000000,40116.699999999997090,304674.700000000011642,33,33,65660,0.05,1,0,0,0,1,841996,818682,觀塘區,Kwun Tong,*
5568,10436,527,22.441640000000000,114.024889999999999,怡豐花園 B座,YEE FUNG GARDEN,怡豐花園,5/1/1992 0:00,528,24802.799999999999272,3438.599999999999909,28241.400000000001455,36,32,27380,0.5,1,0,0,0,0,820623,833583,元朗區,Yuen Long,*
5569,10608,460,22.441640000000000,114.024889999999999,怡豐花園 B座,YEE FUNG GARDEN,怡豐花園,5/1/1992 0:00,528,24802.799999999999272,3438.599999999999909,28241.400000000001455,36,32,27380,0.5,1,0,0,0,0,820623,833583,元朗區,Yuen Long,*
5570,13888,612,22.306989999999999,114.234279999999998,匯景花園 6座,SCENEWAY GARDEN BLOCK 6,匯景花園第六座,12/1/1991 0:00,2016,264558.000000000000000,40116.699999999997090,304674.700000000011642,40,33,56500,0.1,1,0,0,0,1,842185,818671,觀塘區,Kwun Tong,*
5571,18203,412,22.268820000000002,114.183769999999996,鵬麗閣,PANNY COURT,鵬麗閣,8/1/1992 0:00,72,4125.199999999999818,0,4125.199999999999818,30,32,34160,1.500000000000000,1,0,0,1,0,836982,814442,灣仔區,Wan Chai,*
5572,16666,720,22.307320000000001,114.231740000000002,匯景花園 17座,SCENEWAY GARDEN BLOCK 17,匯景花園第十七座,12/1/1991 0:00,2016,264558.000000000000000,40116.699999999997090,304674.700000000011642,33,33,65660,0.05,1,0,0,0,1,841922,818707,觀塘區,Kwun Tong,*
5573,12299,748,22.305000000000000,114.228489999999994,麗港城 3期 33座,LAGUNA CITY BLOCK 34,麗港城第三十四座,2/1/1992 0:00,1504,106963.000000000000000,5984.500000000000000,112947.500000000000000,27,33,63740,0.5,1,0,0,0,1,841588,818451,觀塘區,Kwun Tong,*
